COD. COLEGIO, REGIONAL, PROVINCIA, DISTRITO, CORREGIMIENTO, NOMBRE COLEGIO,ÁREA,PROGRAMAS, TIPO,total_passed,total_failed,total_deserted,pass_percent
1434,CHIRIQUÍ,CHIRIQUÍ,BARÚ,LIMONES,PUERTO BALSA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,7,0,0,1
1435,CHIRIQUÍ,CHIRIQUÍ,BARÚ,BACO,FINCA BACO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,59,1,0,0.983333333
1436,CHIRIQUÍ,CHIRIQUÍ,BARÚ,BACO,COROTÚ CIVIL,RURAL,PRIMARIA MULTIGRADO,OFICIAL,50,10,3,0.793650794
1437,CHIRIQUÍ,CHIRIQUÍ,BARÚ,BACO,LA ESPERANZA,RURAL,PRIMARIA UNIGRADO,OFICIAL,249,1,2,0.988095238
1438,CHIRIQUÍ,CHIRIQUÍ,BARÚ,PROGRESO,ESCUELA BILINGÜE PASO CANOAS ABAJO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,48,3,1,0.923076923
1439,CHIRIQUÍ,CHIRIQUÍ,BARÚ,BACO,MADRE VIEJA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,28,0,1,0.965517241
1441,CHIRIQUÍ,CHIRIQUÍ,BARÚ,PROGRESO,PASO CANOAS INTERNACIONAL,URBANA,PRIMARIA UNIGRADO,OFICIAL,337,8,9,0.951977401
1450,CHIRIQUÍ,CHIRIQUÍ,BARÚ,BACO,KILOMETRO 24,RURAL,PRIMARIA UNIGRADO,OFICIAL,78,5,3,0.906976744
1453,CHIRIQUÍ,CHIRIQUÍ,BARÚ,PROGRESO,CHUCHUPATE,RURAL,PRIMARIA UNIGRADO,OFICIAL,198,4,6,0.951923077
1454,CHIRIQUÍ,CHIRIQUÍ,BARÚ,BACO,SAN VALENTÍN,RURAL,PRIMARIA UNIGRADO,OFICIAL,243,2,0,0.991836735
1455,CHIRIQUÍ,CHIRIQUÍ,BARÚ,BACO,TECA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,83,4,1,0.943181818
1456,CHIRIQUÍ,CHIRIQUÍ,BARÚ,PROGRESO,PROGRESO,URBANA,PRIMARIA UNIGRADO,OFICIAL,405,12,8,0.952941176
1458,CHIRIQUÍ,CHIRIQUÍ,BARÚ,PROGRESO,CANOAS ARRIBA,RURAL,PRIMARIA UNIGRADO,OFICIAL,107,2,5,0.938596491
1459,CHIRIQUÍ,CHIRIQUÍ,BARÚ,PROGRESO,CUERVITO,RURAL,PRIMARIA UNIGRADO,OFICIAL,121,10,4,0.896296296
1460,CHIRIQUÍ,CHIRIQUÍ,BARÚ,PROGRESO,COLORADO KM 32,RURAL,PRIMARIA UNIGRADO,OFICIAL,118,6,4,0.921875
1461,CHIRIQUÍ,CHIRIQUÍ,BARÚ,BACO,BERBA,RURAL,PRIMARIA UNIGRADO,OFICIAL,105,3,0,0.972222222
1462,CHIRIQUÍ,CHIRIQUÍ,BARÚ,BACO,CIPRÉS,RURAL,PRIMARIA UNIGRADO,OFICIAL,99,6,0,0.942857143
1463,CHIRIQUÍ,CHIRIQUÍ,BARÚ,PROGRESO,COLORADO CENTRO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,44,2,3,0.897959184
1465,CHIRIQUÍ,CHIRIQUÍ,BARÚ,RODOLFO AGUILAR DELGADO,MANACA CIVIL,RURAL,PRIMARIA UNIGRADO,OFICIAL,191,1,2,0.984536082
1466,CHIRIQUÍ,CHIRIQUÍ,BARÚ,RODOLFO AGUILAR DELGADO,BURICA CENTRO,RURAL,PRIMARIA UNIGRADO,OFICIAL,259,13,0,0.952205882
1474,CHIRIQUÍ,CHIRIQUÍ,BOQUERÓN,BOQUERÓN,ESCUELA BILINGÜE ANTONIO RÍOS SAAVEDRA,RURAL,PRIMARIA UNIGRADO,OFICIAL,384,6,7,0.967254408
1476,CHIRIQUÍ,CHIRIQUÍ,BOQUERÓN,BOQUERÓN,LA MESETA,RURAL,PRIMARIA UNIGRADO,OFICIAL,83,4,0,0.954022989
1480,CHIRIQUÍ,CHIRIQUÍ,BOQUERÓN,BOQUERÓN,MACANO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,131,1,6,0.949275362
1481,CHIRIQUÍ,CHIRIQUÍ,BOQUERÓN,BÁGALA,OJO DE AGUA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,21,4,4,0.724137931
1482,CHIRIQUÍ,CHIRIQUÍ,BOQUERÓN,BÁGALA,CERRO COLORADO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,19,0,2,0.904761905
1483,CHIRIQUÍ,CHIRIQUÍ,BOQUERÓN,BÁGALA,CERRO CABUYA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,82,4,0,0.953488372
1485,CHIRIQUÍ,CHIRIQUÍ,BOQUERÓN,BÁGALA,MIGUEL PEREGRINO SÁNCHEZ,RURAL,PRIMARIA MULTIGRADO,OFICIAL,147,4,5,0.942307692
1486,CHIRIQUÍ,CHIRIQUÍ,BOQUERÓN,CORDILLERA,CORDILLERA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,41,6,0,0.872340426
1487,CHIRIQUÍ,CHIRIQUÍ,BOQUERÓN,GUABAL,BONILLA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,25,5,0,0.833333333
1489,CHIRIQUÍ,CHIRIQUÍ,BOQUERÓN,GUABAL,AGUACATE,RURAL,PRIMARIA MULTIGRADO,OFICIAL,60,3,4,0.895522388
1490,CHIRIQUÍ,CHIRIQUÍ,BOQUERÓN,GUABAL,LAS HUACAS,RURAL,PRIMARIA MULTIGRADO,OFICIAL,12,0,0,1
1491,CHIRIQUÍ,CHIRIQUÍ,BOQUERÓN,GUABAL,GUABAL,RURAL,PRIMARIA MULTIGRADO,OFICIAL,14,0,0,1
1492,CHIRIQUÍ,CHIRIQUÍ,BOQUERÓN,GUAYABAL,BOCALATUN,RURAL,PRIMARIA UNIGRADO,OFICIAL,117,3,9,0.906976744
1493,CHIRIQUÍ,CHIRIQUÍ,BOQUERÓN,GUAYABAL,MACANO ARRIBA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,15,1,3,0.789473684
1494,CHIRIQUÍ,CHIRIQUÍ,BOQUERÓN,GUAYABAL,GUAYABAL,RURAL,PRIMARIA MULTIGRADO,OFICIAL,11,0,0,1
1497,CHIRIQUÍ,CHIRIQUÍ,BOQUERÓN,GUAYABAL,SANTA RITA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,40,0,3,0.930232558
1498,CHIRIQUÍ,CHIRIQUÍ,BOQUERÓN,PARAÍSO,PARAÍSO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,44,0,0,1
1499,CHIRIQUÍ,CHIRIQUÍ,BOQUERÓN,PEDREGAL,LA GUINEA,RURAL,PRIMARIA UNIGRADO,OFICIAL,146,6,3,0.941935484
1500,CHIRIQUÍ,CHIRIQUÍ,BOQUERÓN,PEDREGAL,PEDREGALITO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,37,0,4,0.902439024
1504,CHIRIQUÍ,CHIRIQUÍ,BOQUERÓN,PEDREGAL,LA VICTORIA,RURAL,PRIMARIA UNIGRADO,OFICIAL,108,6,0,0.947368421
1505,CHIRIQUÍ,CHIRIQUÍ,BOQUERÓN,TIJERAS,SITIO LÁZARO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,9,0,0,1
1506,CHIRIQUÍ,CHIRIQUÍ,BOQUERÓN,TIJERAS,TIJERA,RURAL,PRIMARIA UNIGRADO,OFICIAL,76,7,6,0.853932584
1508,CHIRIQUÍ,CHIRIQUÍ,BOQUETE,LOS NARANJOS,ALTO QUIEL,RURAL,PRIMARIA MULTIGRADO,OFICIAL,101,9,2,0.901785714
1509,CHIRIQUÍ,CHIRIQUÍ,BOQUETE,ALTO BOQUETE,FRANCÉS ARRIBA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,47,2,1,0.94
1510,CHIRIQUÍ,CHIRIQUÍ,BOQUETE,JARAMILLO,JARAMILLO ABAJO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,48,0,2,0.96
1512,CHIRIQUÍ,CHIRIQUÍ,BOQUETE,JARAMILLO,JARAMILLO ARRIBA,RURAL,PRIMARIA UNIGRADO,OFICIAL,56,7,0,0.888888889
1513,CHIRIQUÍ,CHIRIQUÍ,BOQUETE,LOS NARANJOS,PALO ALTO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,103,1,0,0.990384615
1516,CHIRIQUÍ,CHIRIQUÍ,BOQUETE,BAJO BOQUETE,COLEGIO PIO XII,URBANA,PRIMARIA UNIGRADO,PARTICULAR,156,0,0,1
1525,CHIRIQUÍ,CHIRIQUÍ,BOQUETE,JARAMILLO,ALTO JARAMILLO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,34,1,0,0.971428571
1526,CHIRIQUÍ,CHIRIQUÍ,BOQUETE,BAJO BOQUETE,ESCUELA PRIMARIA BILINGÜE JOSEFA MONTERO DE VÁSQUEZ,URBANA,PRIMARIA UNIGRADO,OFICIAL,423,15,6,0.952702703
1527,CHIRIQUÍ,CHIRIQUÍ,BOQUETE,BAJO BOQUETE,VOLCANCITO,URBANA,PRIMARIA MULTIGRADO,OFICIAL,157,7,5,0.928994083
1528,CHIRIQUÍ,CHIRIQUÍ,BOQUETE,ALTO BOQUETE,EL FRANCÉS,RURAL,PRIMARIA MULTIGRADO,OFICIAL,29,0,0,1
1529,CHIRIQUÍ,CHIRIQUÍ,BOQUETE,CALDERA,PUEBLO NUEVO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,9,0,0,1
1531,CHIRIQUÍ,CHIRIQUÍ,BOQUETE,JARAMILLO,ESTRELLA LOS VALLES,RURAL,PRIMARIA MULTIGRADO,OFICIAL,52,0,2,0.962962963
1532,CHIRIQUÍ,CHIRIQUÍ,BOQUETE,CALDERA,C.E.B.G. CALDERA,RURAL,PRIMARIA TELEBASICA,OFICIAL,129,2,1,0.977272727
1534,CHIRIQUÍ,CHIRIQUÍ,BOQUETE,ALTO BOQUETE,ALTO BOQUETE,URBANA,PRIMARIA UNIGRADO,OFICIAL,293,1,34,0.893292683
1535,CHIRIQUÍ,CHIRIQUÍ,BOQUETE,PALMIRA,PALMIRA ABAJO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,42,0,0,1
1537,CHIRIQUÍ,CHIRIQUÍ,BOQUETE,PALMIRA,PALMIRA,RURAL,PRIMARIA UNIGRADO,OFICIAL,158,14,9,0.872928177
1538,CHIRIQUÍ,CHIRIQUÍ,BOQUETE,PALMIRA,DOMINGO FAUSTINO SARMIENTO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,21,1,0,0.954545455
1539,CHIRIQUÍ,CHIRIQUÍ,BUGABA,EL BONGO,BONGO ABAJO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,13,0,0,1
1540,CHIRIQUÍ,CHIRIQUÍ,BUGABA,EL BONGO,LA CUCHILLA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,45,0,0,1
1541,CHIRIQUÍ,CHIRIQUÍ,BUGABA,LA CONCEPCIÓN,JUSTO ABEL CASTILLO,URBANA,PRIMARIA UNIGRADO,OFICIAL,429,4,0,0.990762125
1545,CHIRIQUÍ,CHIRIQUÍ,BUGABA,BUGABA,BRISAS DEL RIO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,63,5,4,0.875
1547,CHIRIQUÍ,CHIRIQUÍ,BUGABA,LA CONCEPCIÓN,SAN MIGUEL DEL YUCO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,31,1,1,0.939393939
1548,CHIRIQUÍ,CHIRIQUÍ,BUGABA,EL BONGO,BONGO ARRIBA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,29,2,0,0.935483871
1549,CHIRIQUÍ,CHIRIQUÍ,BUGABA,LA CONCEPCIÓN,BUGABITA,RURAL,PRIMARIA UNIGRADO,OFICIAL,194,2,0,0.989795918
1557,CHIRIQUÍ,CHIRIQUÍ,BUGABA,EL BONGO,EL CALVARIO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,18,0,0,1
1558,CHIRIQUÍ,CHIRIQUÍ,BUGABA,LA CONCEPCIÓN,ESCUELA BILINGÜE BELÉN,RURAL,PRIMARIA UNIGRADO,OFICIAL,578,6,22,0.95379538
1559,CHIRIQUÍ,CHIRIQUÍ,BUGABA,LA CONCEPCIÓN,SOLANO,RURAL,PRIMARIA UNIGRADO,OFICIAL,515,17,20,0.932971014
1560,CHIRIQUÍ,CHIRIQUÍ,BUGABA,LA CONCEPCIÓN,SAN VICENTE,RURAL,PRIMARIA MULTIGRADO,OFICIAL,76,3,2,0.938271605
1561,CHIRIQUÍ,CHIRIQUÍ,BUGABA,LA CONCEPCIÓN,EL PORVENIR,URBANA,PRIMARIA UNIGRADO,OFICIAL,333,6,11,0.951428571
1562,CHIRIQUÍ,CHIRIQUÍ,BUGABA,EL BONGO,LAS TUMBAS,RURAL,PRIMARIA MULTIGRADO,OFICIAL,6,0,0,1
1563,CHIRIQUÍ,CHIRIQUÍ,BUGABA,ASERRÍO DE GARICHÉ,LA LIBERTAD,RURAL,PRIMARIA MULTIGRADO,OFICIAL,41,6,1,0.854166667
1564,CHIRIQUÍ,CHIRIQUÍ,BUGABA,ASERRÍO DE GARICHÉ,JACÚ,RURAL,PRIMARIA UNIGRADO,OFICIAL,136,2,0,0.985507246
1565,CHIRIQUÍ,CHIRIQUÍ,BUGABA,ASERRÍO DE GARICHÉ,LOS AZULES,RURAL,PRIMARIA MULTIGRADO,OFICIAL,36,0,0,1
1566,CHIRIQUÍ,CHIRIQUÍ,BUGABA,ASERRÍO DE GARICHÉ,ASERRÍO,URBANA,PRIMARIA UNIGRADO,OFICIAL,343,4,4,0.977207977
1567,CHIRIQUÍ,CHIRIQUÍ,BUGABA,ASERRÍO DE GARICHÉ,QUEBRADA GRANDE,RURAL,PRIMARIA MULTIGRADO,OFICIAL,37,1,3,0.902439024
1568,CHIRIQUÍ,CHIRIQUÍ,BUGABA,ASERRÍO DE GARICHÉ,ALTO DE GARICHE,RURAL,PRIMARIA MULTIGRADO,OFICIAL,26,0,1,0.962962963
1569,CHIRIQUÍ,CHIRIQUÍ,BUGABA,ASERRÍO DE GARICHÉ,LA CELMIRA,RURAL,PRIMARIA UNIGRADO,OFICIAL,157,6,2,0.951515152
1578,CHIRIQUÍ,CHIRIQUÍ,BUGABA,ASERRÍO DE GARICHÉ,GARICHE,RURAL,PRIMARIA MULTIGRADO,OFICIAL,93,4,4,0.920792079
1579,CHIRIQUÍ,CHIRIQUÍ,BUGABA,ASERRÍO DE GARICHÉ,EXQUISITO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,33,0,0,1
1580,CHIRIQUÍ,CHIRIQUÍ,BUGABA,ASERRÍO DE GARICHÉ,EL PORTÓN,RURAL,PRIMARIA UNIGRADO,OFICIAL,143,3,5,0.947019868
1581,CHIRIQUÍ,CHIRIQUÍ,BUGABA,ASERRÍO DE GARICHÉ,EL ROBLE,RURAL,PRIMARIA MULTIGRADO,OFICIAL,45,8,2,0.818181818
1582,CHIRIQUÍ,CHIRIQUÍ,BUGABA,ASERRÍO DE GARICHÉ,SAN ISIDRO,RURAL,PRIMARIA UNIGRADO,OFICIAL,155,6,5,0.93373494
1583,CHIRIQUÍ,CHIRIQUÍ,BUGABA,ASERRÍO DE GARICHÉ,SAN PEDRO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,56,2,3,0.918032787
1584,CHIRIQUÍ,CHIRIQUÍ,BUGABA,BUGABA,LA MATA DE BUGABA,RURAL,PRIMARIA UNIGRADO,OFICIAL,264,14,0,0.949640288
1585,CHIRIQUÍ,CHIRIQUÍ,BUGABA,BUGABA,BUGABA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,54,1,0,0.981818182
1588,CHIRIQUÍ,CHIRIQUÍ,TIERRAS ALTAS,CERRO PUNTA,C.E.B.G. CERRO PUNTA,URBANA,PRIMARIA UNIGRADO,OFICIAL,252,24,18,0.857142857
1592,CHIRIQUÍ,CHIRIQUÍ,TIERRAS ALTAS,CERRO PUNTA,LAS NUBES,RURAL,PRIMARIA MULTIGRADO,OFICIAL,19,0,0,1
1593,CHIRIQUÍ,CHIRIQUÍ,TIERRAS ALTAS,CERRO PUNTA,FERNANDO ELETA ALMARÁN,RURAL,PRIMARIA MULTIGRADO,OFICIAL,120,6,3,0.930232558
1597,CHIRIQUÍ,CHIRIQUÍ,TIERRAS ALTAS,CERRO PUNTA,NUEVA SUIZA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,40,9,2,0.784313725
1598,CHIRIQUÍ,CHIRIQUÍ,TIERRAS ALTAS,CERRO PUNTA,ESCUELA BILINGÜE PASO ANCHO,RURAL,PRIMARIA UNIGRADO,OFICIAL,381,21,15,0.913669065
1599,CHIRIQUÍ,CHIRIQUÍ,BUGABA,GÓMEZ,GÓMEZ ABAJO,RURAL,PRIMARIA UNIGRADO,OFICIAL,48,3,2,0.905660377
1600,CHIRIQUÍ,CHIRIQUÍ,BUGABA,GÓMEZ,ALTO CHIRIQUÍ,RURAL,PRIMARIA MULTIGRADO,OFICIAL,15,1,2,0.833333333
1603,CHIRIQUÍ,CHIRIQUÍ,BUGABA,GÓMEZ,GÓMEZ,RURAL,PRIMARIA UNIGRADO,OFICIAL,137,5,0,0.964788732
1604,CHIRIQUÍ,CHIRIQUÍ,BUGABA,GÓMEZ,SAN MIGUEL DE EXQUISITO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,84,0,6,0.933333333
1605,CHIRIQUÍ,CHIRIQUÍ,BUGABA,GÓMEZ,LA MESETA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,7,0,0,1
1606,CHIRIQUÍ,CHIRIQUÍ,BUGABA,LA ESTRELLA,SIOGUI ABAJO N° 1,RURAL,PRIMARIA MULTIGRADO,OFICIAL,43,0,1,0.977272727
1607,CHIRIQUÍ,CHIRIQUÍ,BUGABA,LA ESTRELLA,LA TRANCA,RURAL,PRIMARIA UNIGRADO,OFICIAL,99,3,11,0.876106195
1612,CHIRIQUÍ,CHIRIQUÍ,BUGABA,LA ESTRELLA,LA ESTRELLA,RURAL,PRIMARIA UNIGRADO,OFICIAL,160,4,4,0.952380952
1613,CHIRIQUÍ,CHIRIQUÍ,BUGABA,LA ESTRELLA,SIOGUI ABAJO N° 2,RURAL,PRIMARIA MULTIGRADO,OFICIAL,55,2,5,0.887096774
1614,CHIRIQUÍ,CHIRIQUÍ,BUGABA,LA ESTRELLA,SIOGUI ARRIBA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,59,0,5,0.921875
1615,CHIRIQUÍ,CHIRIQUÍ,BUGABA,SAN ANDRÉS,SAN ANDRÉS,RURAL,PRIMARIA UNIGRADO,OFICIAL,133,8,2,0.93006993
1619,CHIRIQUÍ,CHIRIQUÍ,BUGABA,SAN ANDRÉS,LA ESPERANZA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,13,0,0,1
1620,CHIRIQUÍ,CHIRIQUÍ,BUGABA,SAN ANDRÉS,SAN FRANCISCO,RURAL,PRIMARIA UNIGRADO,OFICIAL,48,1,3,0.923076923
1621,CHIRIQUÍ,CHIRIQUÍ,BUGABA,SAN ANDRÉS,QUEBRADA LLANA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,8,0,1,0.888888889
1622,CHIRIQUÍ,CHIRIQUÍ,BOQUERÓN,PARAÍSO,SANTA MARTA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,51,2,0,0.962264151
1623,CHIRIQUÍ,CHIRIQUÍ,BUGABA,SANTA MARTA,BIJAGUAL N° 2,RURAL,PRIMARIA MULTIGRADO,OFICIAL,24,2,0,0.923076923
1624,CHIRIQUÍ,CHIRIQUÍ,BUGABA,SANTA MARTA,SANTA MARTA,RURAL,PRIMARIA UNIGRADO,OFICIAL,331,4,1,0.985119048
1625,CHIRIQUÍ,CHIRIQUÍ,BUGABA,SANTA ROSA,CAMARÓN ARRIBA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,34,0,3,0.918918919
1628,CHIRIQUÍ,CHIRIQUÍ,BUGABA,SANTA ROSA,SANTA ROSA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,8,2,3,0.615384615
1629,CHIRIQUÍ,CHIRIQUÍ,BUGABA,SANTA ROSA,EL SANTO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,98,1,3,0.960784314
1630,CHIRIQUÍ,CHIRIQUÍ,BUGABA,SANTA MARTA,BIJAGUAL N° 1,RURAL,PRIMARIA MULTIGRADO,OFICIAL,12,0,0,1
1631,CHIRIQUÍ,CHIRIQUÍ,BUGABA,SANTA ROSA,BAJO FRIO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,10,0,0,1
1632,CHIRIQUÍ,CHIRIQUÍ,DAVID,SAN PABLO VIEJO,SANTO DOMINGO DE GUZMÁN,RURAL,PRIMARIA UNIGRADO,OFICIAL,35,0,9,0.795454545
1636,CHIRIQUÍ,CHIRIQUÍ,BUGABA,SANTO DOMINGO,MANCHUILA,RURAL,PRIMARIA UNIGRADO,OFICIAL,89,0,8,0.917525773
1637,CHIRIQUÍ,CHIRIQUÍ,BUGABA,SANTO DOMINGO,SANTO DOMINGO,RURAL,PRIMARIA UNIGRADO,OFICIAL,183,5,0,0.973404255
1638,CHIRIQUÍ,CHIRIQUÍ,BUGABA,SANTO DOMINGO,GARICHE ABAJO,RURAL,PRIMARIA UNIGRADO,OFICIAL,21,0,1,0.954545455
1639,CHIRIQUÍ,CHIRIQUÍ,BUGABA,SORTOVA,VOLANTE,RURAL,PRIMARIA MULTIGRADO,OFICIAL,7,0,0,1
1641,CHIRIQUÍ,CHIRIQUÍ,BUGABA,SORTOVA,LA COLONIA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,5,1,0,0.833333333
1642,CHIRIQUÍ,CHIRIQUÍ,BUGABA,SORTOVA,SORTOVA,RURAL,PRIMARIA UNIGRADO,OFICIAL,219,6,0,0.973333333
1643,CHIRIQUÍ,CHIRIQUÍ,BUGABA,SORTOVA,CHATAL,RURAL,PRIMARIA MULTIGRADO,OFICIAL,11,0,0,1
1644,CHIRIQUÍ,CHIRIQUÍ,TIERRAS ALTAS,VOLCÁN,ESCUELA PRIMARIA DE VOLCÁN,URBANA,PRIMARIA UNIGRADO,OFICIAL,540,9,4,0.976491863
1652,CHIRIQUÍ,CHIRIQUÍ,TIERRAS ALTAS,VOLCÁN,BIJAO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,45,4,0,0.918367347
1653,CHIRIQUÍ,CHIRIQUÍ,TIERRAS ALTAS,VOLCÁN,BRAZOS DE GARICHE,RURAL,PRIMARIA MULTIGRADO,OFICIAL,17,0,0,1
1654,CHIRIQUÍ,CHIRIQUÍ,BUGABA,LA CONCEPCIÓN,CUESTA DE PIEDRA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,59,4,0,0.936507937
1656,CHIRIQUÍ,CHIRIQUÍ,TIERRAS ALTAS,VOLCÁN,LAS PERLAS,RURAL,PRIMARIA UNIGRADO,OFICIAL,132,4,0,0.970588235
1657,CHIRIQUÍ,CHIRIQUÍ,TIERRAS ALTAS,VOLCÁN,NUEVA CALIFORNIA,URBANA,PRIMARIA UNIGRADO,OFICIAL,503,23,37,0.893428064
1658,CHIRIQUÍ,CHIRIQUÍ,TIERRAS ALTAS,VOLCÁN,EL VALLE,URBANA,PRIMARIA UNIGRADO,OFICIAL,147,3,4,0.954545455
1659,CHIRIQUÍ,CHIRIQUÍ,BUGABA,SANTA MARTA,OJO DE AGUA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,12,1,1,0.857142857
1660,CHIRIQUÍ,CHIRIQUÍ,BUGABA,SANTO DOMINGO,QUEBRADA NEGRA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,107,5,0,0.955357143
1662,CHIRIQUÍ,CHIRIQUÍ,DAVID,DAVID,ESCUELA BILINGÜE REPUBLICA DE FRANCIA,URBANA,PRIMARIA UNIGRADO,OFICIAL,786,10,38,0.942446043
1663,CHIRIQUÍ,CHIRIQUÍ,DAVID,DAVID,ESCUELA BILINGÜE LASSONDE,URBANA,PRIMARIA UNIGRADO,OFICIAL,391,23,28,0.884615385
1689,CHIRIQUÍ,CHIRIQUÍ,DAVID,DAVID,ADVENTISTA BILINGÜE DE DAVID,URBANA,PRIMARIA UNIGRADO,PARTICULAR,367,0,3,0.991891892
1706,CHIRIQUÍ,CHIRIQUÍ,DAVID,SAN PABLO VIEJO,AGUACATAL,RURAL,PRIMARIA MULTIGRADO,OFICIAL,148,5,0,0.967320261
1707,CHIRIQUÍ,CHIRIQUÍ,DAVID,DAVID,SAN CRISTÓBAL,URBANA,PRIMARIA UNIGRADO,OFICIAL,344,2,20,0.93989071
1708,CHIRIQUÍ,CHIRIQUÍ,DAVID,DAVID,C.E.B.G. SAN MATEO,URBANA,PRIMARIA UNIGRADO,OFICIAL,293,1,7,0.973421927
1709,CHIRIQUÍ,CHIRIQUÍ,DAVID,DAVID,SANTA CRUZ,URBANA,PRIMARIA UNIGRADO,OFICIAL,175,7,14,0.892857143
1710,CHIRIQUÍ,CHIRIQUÍ,DAVID,DAVID,EL VARITAL,URBANA,PRIMARIA UNIGRADO,OFICIAL,210,7,4,0.950226244
1711,CHIRIQUÍ,CHIRIQUÍ,DAVID,DAVID,PORTACHUELO,URBANA,PRIMARIA MULTIGRADO,OFICIAL,50,1,5,0.892857143
1712,CHIRIQUÍ,CHIRIQUÍ,DAVID,DAVID,MEDALLA MILAGROSA,URBANA,PRIMARIA UNIGRADO,OFICIAL,349,3,2,0.985875706
1717,CHIRIQUÍ,CHIRIQUÍ,DAVID,DAVID,ESCUELA BILINGÜE LOS ABANICOS,URBANA,PRIMARIA UNIGRADO,OFICIAL,546,33,26,0.902479339
1718,CHIRIQUÍ,CHIRIQUÍ,DAVID,DAVID,JEAN PIAGET,URBANA,PRIMARIA UNIGRADO,PARTICULAR,62,0,0,1
1720,CHIRIQUÍ,CHIRIQUÍ,DAVID,DAVID,NUEVO AMANECER,URBANA,PRIMARIA UNIGRADO,OFICIAL,132,4,0,0.970588235
1721,CHIRIQUÍ,CHIRIQUÍ,DAVID,DAVID,ESCUELA BILINGÜE LOMA COLORADA,URBANA,PRIMARIA UNIGRADO,OFICIAL,555,7,6,0.977112676
1722,CHIRIQUÍ,CHIRIQUÍ,DAVID,DAVID,MARÍA OLIMPIA DE OBALDÍA,URBANA,PRIMARIA UNIGRADO,OFICIAL,457,14,8,0.954070981
1723,CHIRIQUÍ,CHIRIQUÍ,DAVID,DAVID,ESCUELA BILINGÜE ELISA CHIARI PC ESTADOS UNIDOS,URBANA,PRIMARIA UNIGRADO,OFICIAL,383,14,18,0.922891566
1724,CHIRIQUÍ,CHIRIQUÍ,DAVID,DAVID,ESCUELA BILINGÜE DOLEGUITA,URBANA,PRIMARIA UNIGRADO,OFICIAL,402,5,3,0.980487805
1725,CHIRIQUÍ,CHIRIQUÍ,DAVID,DAVID,ESCUELA BILINGÜE BARRIADA VICTORIANO LORENZO,URBANA,PRIMARIA UNIGRADO,OFICIAL,229,5,5,0.958158996
1726,CHIRIQUÍ,CHIRIQUÍ,DAVID,DAVID,NUEVO VEDADO,URBANA,PRIMARIA UNIGRADO,OFICIAL,282,8,9,0.943143813
1727,CHIRIQUÍ,CHIRIQUÍ,DAVID,DAVID,ESCUELA BILINGÜE JOSÉ MARÍA ROY,URBANA,PRIMARIA UNIGRADO,OFICIAL,704,5,9,0.980501393
