COD. COLEGIO, REGIONAL, PROVINCIA, DISTRITO, CORREGIMIENTO, NOMBRE COLEGIO,ÁREA,PROGRAMAS, TIPO,total_passed,total_failed,total_deserted,pass_percent
93,BOCAS DEL TORO,BOCAS DEL TORO,BOCAS DEL TORO,BOCAS DEL TORO,ESC. BILINGÜE REPUBLICA DE NICARAGUA,URBANA,PRIMARIA UNIGRADO,OFICIAL,871,18,28,0.949836423
94,BOCAS DEL TORO,BOCAS DEL TORO,BOCAS DEL TORO,TIERRA OSCURA,VALLE ESCONDIDO,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,57,5,3,0.876923077
95,BOCAS DEL TORO,BOCAS DEL TORO,BOCAS DEL TORO,TIERRA OSCURA,SAN CRISTÓBAL,INDÍGENA,PRIMARIA TELEBASICA,OFICIAL,155,9,0,0.945121951
96,BOCAS DEL TORO,BOCAS DEL TORO,BOCAS DEL TORO,TIERRA OSCURA,LOMA PARTIDA,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,52,4,0,0.928571429
97,BOCAS DEL TORO,BOCAS DEL TORO,BOCAS DEL TORO,TIERRA OSCURA,CERRO BRUJO,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,35,5,0,0.875
98,BOCAS DEL TORO,BOCAS DEL TORO,BOCAS DEL TORO,TIERRA OSCURA,BUENA ESPERANZA,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,36,6,0,0.857142857
99,BOCAS DEL TORO,BOCAS DEL TORO,BOCAS DEL TORO,BOCAS DEL TORO,BOCA DEL DRAGO,RURAL,PRIMARIA UNIGRADO,OFICIAL,78,7,0,0.917647059
100,BOCAS DEL TORO,BOCAS DEL TORO,BOCAS DEL TORO,TIERRA OSCURA,BAHÍA GRANDE,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,34,3,0,0.918918919
101,BOCAS DEL TORO,BOCAS DEL TORO,BOCAS DEL TORO,BASTIMENTO,BAHÍA HONDA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,55,7,0,0.887096774
102,BOCAS DEL TORO,BOCAS DEL TORO,BOCAS DEL TORO,CAUCHERO,QUEBRADA HUACA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,43,0,0,1
104,BOCAS DEL TORO,BOCAS DEL TORO,BOCAS DEL TORO,CAUCHERO,LOS HIGUERONES,RURAL,PRIMARIA MULTIGRADO,OFICIAL,91,2,2,0.957894737
105,BOCAS DEL TORO,BOCAS DEL TORO,BOCAS DEL TORO,CAUCHERO,LOMA AZUL,RURAL,PRIMARIA MULTIGRADO,OFICIAL,136,16,0,0.894736842
107,BOCAS DEL TORO,BOCAS DEL TORO,BOCAS DEL TORO,CAUCHERO,LOMA ESTRELLA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,137,5,3,0.944827586
108,BOCAS DEL TORO,BOCAS DEL TORO,BOCAS DEL TORO,CAUCHERO,CAUCHERO ARRIBA,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,46,10,0,0.821428571
109,BOCAS DEL TORO,BOCAS DEL TORO,BOCAS DEL TORO,TIERRA OSCURA,AGUACATE,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,25,1,0,0.961538462
115,BOCAS DEL TORO,BOCAS DEL TORO,BOCAS DEL TORO,BOCAS DEL TORO,LUIS FLORES,RURAL,PRIMARIA MULTIGRADO,OFICIAL,19,1,2,0.863636364
116,BOCAS DEL TORO,BOCAS DEL TORO,BOCAS DEL TORO,CAUCHERO,QUEBRADA PLÁTANO,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,54,2,3,0.915254237
117,BOCAS DEL TORO,BOCAS DEL TORO,BOCAS DEL TORO,CAUCHERO,QUEBRADA PINZÓN,RURAL,PRIMARIA MULTIGRADO,OFICIAL,90,0,0,1
125,BOCAS DEL TORO,BOCAS DEL TORO,BOCAS DEL TORO,CAUCHERO,ARCELIO FITGERALD,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,29,0,0,1
126,BOCAS DEL TORO,BOCAS DEL TORO,BOCAS DEL TORO,TIERRA OSCURA,BOCATORITO,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,30,3,0,0.909090909
127,BOCAS DEL TORO,BOCAS DEL TORO,BOCAS DEL TORO,BOCAS DEL TORO,CARENERO,URBANA,PRIMARIA UNIGRADO,OFICIAL,127,7,0,0.947761194
128,BOCAS DEL TORO,BOCAS DEL TORO,BOCAS DEL TORO,BOCAS DEL TORO,COLONIA SANTEÑA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,21,0,0,1
130,BOCAS DEL TORO,BOCAS DEL TORO,BOCAS DEL TORO,TIERRA OSCURA,TIERRA OSCURA,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,60,13,3,0.789473684
131,BOCAS DEL TORO,BOCAS DEL TORO,BOCAS DEL TORO,TIERRA OSCURA,SECRETARIO,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,98,8,2,0.907407407
139,BOCAS DEL TORO,BOCAS DEL TORO,ALMIRANTE,VALLE DE RISCÓ,ORIENTE DE RISCO,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,121,8,1,0.930769231
141,BOCAS DEL TORO,BOCAS DEL TORO,ALMIRANTE,VALLE DE RISCÓ,QUEBRADA PITA,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,27,2,0,0.931034483
142,BOCAS DEL TORO,BOCAS DEL TORO,ALMIRANTE,VALLE DE RISCÓ,SOLEDAD DE RISCO,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,84,18,7,0.770642202
154,BOCAS DEL TORO,BOCAS DEL TORO,BOCAS DEL TORO,BASTIMENTO,BASTIMENTOS,RURAL,PRIMARIA TELEBASICA,OFICIAL,101,7,0,0.935185185
155,BOCAS DEL TORO,BOCAS DEL TORO,BOCAS DEL TORO,BASTIMENTO,QUEBRADA SAL,INDÍGENA,PRIMARIA UNIGRADO,OFICIAL,115,23,2,0.821428571
172,BOCAS DEL TORO,BOCAS DEL TORO,BOCAS DEL TORO,PUNTA LAUREL,PUNTA LAUREL,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,11,0,0,1
173,BOCAS DEL TORO,BOCAS DEL TORO,BOCAS DEL TORO,BASTIMENTO,SOLARTE,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,41,3,2,0.891304348
174,BOCAS DEL TORO,BOCAS DEL TORO,BOCAS DEL TORO,PUNTA LAUREL,ISLA POPA N°2,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,57,8,0,0.876923077
175,BOCAS DEL TORO,BOCAS DEL TORO,BOCAS DEL TORO,PUNTA LAUREL,CAYO DE AGUA,INDÍGENA,PRIMARIA UNIGRADO,OFICIAL,111,3,0,0.973684211
176,BOCAS DEL TORO,BOCAS DEL TORO,BOCAS DEL TORO,PUNTA LAUREL,ISLA TIGRE,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,110,24,4,0.797101449
177,BOCAS DEL TORO,BOCAS DEL TORO,BOCAS DEL TORO,PUNTA LAUREL,ISLA POPA N°1,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,69,1,1,0.971830986
208,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,CHANGUINOLA,ESCUELA BILINGÜE FINCA 32,URBANA,PRIMARIA UNIGRADO,OFICIAL,773,68,0,0.919143876
231,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,CHANGUINOLA,C.E.B.G. BILINGÜE FINCA 62,URBANA,PRIMARIA UNIGRADO,OFICIAL,447,39,4,0.912244898
232,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,COCHIGRÓ,QUEBRADA GUABO,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,84,6,1,0.923076923
233,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,COCHIGRÓ,ALTO PITA,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,13,0,0,1
234,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,COCHIGRÓ,QUEBRADA PUERCO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,35,0,0,1
235,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,EL EMPALME,FINCA 15,URBANA,PRIMARIA UNIGRADO,OFICIAL,618,22,0,0.965625
236,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,CHANGUINOLA,FINCA 66,URBANA,PRIMARIA UNIGRADO,OFICIAL,414,19,17,0.92
238,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,COCHIGRÓ,QUEBRADA COCHIGRÓ,RURAL,PRIMARIA MULTIGRADO,OFICIAL,49,18,0,0.731343284
239,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,COCHIGRÓ,BUENA SELVA,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,36,2,0,0.947368421
240,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,GUABITO,FINCA 41 ANEXA GUABITO,RURAL,PRIMARIA UNIGRADO,OFICIAL,92,9,1,0.901960784
241,BOCAS DEL TORO,BOCAS DEL TORO,ALMIRANTE,NANCE DE RISCO,BAJO CULUBRE,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,133,13,2,0.898648649
242,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,EL TERIBE,BAJO SORI,RURAL,PRIMARIA MULTIGRADO,OFICIAL,50,3,0,0.943396226
243,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,GUABITO,SAN SAN MONA,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,62,5,0,0.925373134
244,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,TERIBE,LOMA BANDERA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,6,0,1,0.857142857
245,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,LA GLORIA,LOMA MULETO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,132,11,0,0.923076923
247,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,ALMIRANTE,E.T.G.N.A. BELLA VISTA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,125,1,3,0.968992248
248,BOCAS DEL TORO,BOCAS DEL TORO,ALMIRANTE,VALLE DE RISCÓ,LA CEIBA,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,75,26,1,0.735294118
249,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,CHANGUINOLA,SANTA MARTA ANEXA,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,21,0,0,1
250,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,EL EMPALME,ESC. BILINGÜE EL SILENCIO,URBANA,PRIMARIA UNIGRADO,OFICIAL,340,12,0,0.965909091
251,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,COCHIGRÓ,SÚRSUBA,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,22,0,0,1
254,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,EL TERIBE,CUYN KING,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,13,0,0,1
255,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,LA GLORIA,VALLE JUNQUITO,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,95,7,0,0.931372549
257,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,EL TERIBE,ZEGLA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,57,0,2,0.966101695
258,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,EL EMPALME,CHARAGRE,RURAL,PRIMARIA MULTIGRADO,OFICIAL,58,2,0,0.966666667
259,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,EL TERIBE,BONYIC,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,37,0,0,1
260,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,EL TERIBE,SOLONG,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,44,0,0,1
261,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,COCHIGRÓ,CORRIENTE GRANDE,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,10,1,0,0.909090909
262,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,CHANGUINOLA,C.E.B.G. BILINGÜE CHANGUINOLA,URBANA,PRIMARIA UNIGRADO,OFICIAL,521,31,2,0.940433213
264,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,CHANGUINOLA,FINCA 67,URBANA,PRIMARIA UNIGRADO,OFICIAL,163,24,1,0.867021277
265,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,CHANGUINOLA,FINCA 64,URBANA,PRIMARIA UNIGRADO,OFICIAL,189,17,2,0.908653846
266,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,CHANGUINOLA,FINCA 44,URBANA,PRIMARIA UNIGRADO,OFICIAL,181,4,2,0.967914439
267,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,LA GLORIA,C.E.B.G. LA GLORIA,RURAL,PRIMARIA TELEBASICA,OFICIAL,219,22,0,0.908713693
268,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,LA GLORIA,LOMA BONITA,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,65,1,0,0.984848485
269,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,LA GLORIA,MILLA 10,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,79,2,1,0.963414634
270,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,LA GLORIA,MILLA 71/2,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,74,4,0,0.948717949
272,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,COCHIGRÓ,ESC. SANTA ROSA,URBANA,PRIMARIA MULTIGRADO,OFICIAL,28,1,0,0.965517241
273,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,EL EMPALME,SAN JUAN,RURAL,PRIMARIA MULTIGRADO,OFICIAL,45,3,0,0.9375
274,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,EL EMPALME,FINCA 02,URBANA,PRIMARIA UNIGRADO,OFICIAL,154,4,0,0.974683544
275,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,EL EMPALME,FINCA 03,RURAL,PRIMARIA MULTIGRADO,OFICIAL,79,15,0,0.840425532
276,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,EL EMPALME,C.E.B.G. BILINGÜE FINCA 04,URBANA,PRIMARIA UNIGRADO,OFICIAL,814,42,2,0.948717949
277,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,CHANGUINOLA,SANTA MARTA ARRIBA,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,24,0,0,1
280,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,CHANGUINOLA,ESC. BILINGÜE FINCA 41,URBANA,PRIMARIA UNIGRADO,OFICIAL,897,67,9,0.921891059
281,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,ALMIRANTE,ALMIRANTE,URBANA,PRIMARIA UNIGRADO,OFICIAL,465,2,0,0.995717345
283,BOCAS DEL TORO,BOCAS DEL TORO,ALMIRANTE,VALLE DE AGUA,QUEBRADA CACAO,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,28,2,2,0.875
284,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,LA GLORIA,QUEBRADA BANANO,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,62,3,0,0.953846154
285,BOCAS DEL TORO,BOCAS DEL TORO,ALMIRANTE,VALLE DE RISCÓ,GUAYACÁN,INDÍGENA,PRIMARIA UNIGRADO,OFICIAL,76,10,0,0.88372093
286,BOCAS DEL TORO,BOCAS DEL TORO,ALMIRANTE,VALLE DE AGUA,RENACIMIENTO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,32,5,0,0.864864865
287,BOCAS DEL TORO,BOCAS DEL TORO,ALMIRANTE,VALLE DE RISCÓ,PUNTA PEÑA DE RISCO,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,71,3,0,0.959459459
288,BOCAS DEL TORO,BOCAS DEL TORO,ALMIRANTE,VALLE DE RISCÓ,C.E.B.G. BILINGÜE VALLE DE RISCO,INDÍGENA,PRIMARIA UNIGRADO,OFICIAL,436,36,1,0.921775899
289,BOCAS DEL TORO,BOCAS DEL TORO,ALMIRANTE,VALLE DE AGUA,VALLE DE AGUA ARRIBA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,119,13,0,0.901515152
296,BOCAS DEL TORO,BOCAS DEL TORO,BOCAS DEL TORO,CAUCHERO,CERRO PALMA,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,43,2,10,0.781818182
297,BOCAS DEL TORO,BOCAS DEL TORO,ALMIRANTE,VALLE DE AGUA,VALLE DE AGUA ABAJO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,16,0,0,1
298,BOCAS DEL TORO,BOCAS DEL TORO,ALMIRANTE,VALLE DE AGUA,VALLE LAS PERLAS,RURAL,PRIMARIA MULTIGRADO,OFICIAL,32,0,2,0.941176471
299,BOCAS DEL TORO,BOCAS DEL TORO,ALMIRANTE,VALLE DE AGUA,RÍO OESTE ARRIBA,RURAL,PRIMARIA UNIGRADO,OFICIAL,118,9,2,0.914728682
300,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,ALMIRANTE,NUEVO PARAÍSO,RURAL,PRIMARIA UNIGRADO,OFICIAL,123,12,0,0.911111111
301,BOCAS DEL TORO,BOCAS DEL TORO,ALMIRANTE,VALLE DE AGUA,RÍO OESTE ABAJO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,57,3,0,0.95
302,BOCAS DEL TORO,BOCAS DEL TORO,ALMIRANTE,VALLE DE AGUA,QUEBRADA PITTY,RURAL,PRIMARIA MULTIGRADO,OFICIAL,56,2,1,0.949152542
303,BOCAS DEL TORO,BOCAS DEL TORO,BOCAS DEL TORO,CAUCHERO,QUEBRADA PUEBLO,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,43,0,1,0.977272727
305,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,LA GLORIA,MILLA 05,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,70,10,0,0.875
306,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,ALMIRANTE,MIRA FLORES,URBANA,PRIMARIA UNIGRADO,OFICIAL,128,4,0,0.96969697
307,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,NANCE DE RISCO,C.E.B.G. NANCE DE RISCO,INDÍGENA,PRIMARIA UNIGRADO,OFICIAL,209,29,1,0.874476987
308,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,ALMIRANTE,TIBITE,RURAL,PRIMARIA MULTIGRADO,OFICIAL,46,2,0,0.958333333
309,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,ALMIRANTE,OJO DE AGUA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,24,0,0,1
310,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,ALMIRANTE,MILLA 03,RURAL,PRIMARIA MULTIGRADO,OFICIAL,84,1,0,0.988235294
311,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,ALMIRANTE,ESC. BILINGÜE BERTA LÓPEZ,URBANA,PRIMARIA UNIGRADO,OFICIAL,706,31,0,0.957937585
312,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,LAS DELICIAS,BOCA DE YORKIN,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,30,2,1,0.909090909
313,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,LAS TABLAS,ESC. BILINGÜE BARRANCO ADENTRO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,562,33,0,0.944537815
314,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,GUABITO,DEBORAH,RURAL,PRIMARIA UNIGRADO,OFICIAL,163,4,0,0.976047904
315,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,LAS TABLAS,ALTO DOS CAÑOS,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,18,4,0,0.818181818
316,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,GUABITO,FINCA CALIFORNIA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,83,0,2,0.976470588
317,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,GUABITO,FINCA 54,URBANA,PRIMARIA UNIGRADO,OFICIAL,150,13,0,0.920245399
320,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,LAS TABLAS,QUEBRADA CANELA,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,53,5,0,0.913793103
321,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,LAS TABLAS,C.E.B.G. BILINGÜE MARIANO THOMAS,URBANA,PRIMARIA TELEBASICA,OFICIAL,276,27,0,0.910891089
322,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,LAS DELICIAS,LAS PALMITAS,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,37,1,0,0.973684211
323,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,LAS TABLAS,BISIRA N°3 ANEXA A QUEBRADA CANELA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,35,5,1,0.853658537
325,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,CHANGUINOLA,FINCA 43,URBANA,PRIMARIA UNIGRADO,OFICIAL,248,26,16,0.855172414
326,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,GUABITO,PUENTE BLANCO,INDÍGENA,PRIMARIA UNIGRADO,OFICIAL,203,27,2,0.875
328,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,COCHIGRÓ,BAJO LA ESPERANZA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,46,0,0,1
338,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,LAS TABLAS,C.E.B.G. BILINGÜE NIEVECITA,URBANA,PRIMARIA UNIGRADO,OFICIAL,666,30,5,0.950071327
339,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,GUABITO,C.E.B.G. BILINGÜE GUABITO,RURAL,PRIMARIA UNIGRADO,OFICIAL,974,98,26,0.887067395
342,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,LAS DELICIAS,DOS CAÑOS ANEXA,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,75,0,3,0.961538462
343,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,LAS TABLAS,BARRANCO MEDIO,RURAL,PRIMARIA UNIGRADO,OFICIAL,246,29,0,0.894545455
344,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,LAS DELICIAS,SANTA CLARA,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,19,0,0,1
345,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,LAS DELICIAS,AGUA SALUD,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,41,1,0,0.976190476
346,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,LAS TABLAS,DOS CAÑOS,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,80,4,7,0.879120879
347,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,LAS DELICIAS,BOCA DE YORKIN ANEXA,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,23,1,0,0.958333333
349,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,CHANGUINOLA,SAN SAN MEDIO ANEXA,INDÍGENA,PRIMARIA UNIGRADO,OFICIAL,166,16,0,0.912087912
350,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,LAS DELICIAS,ALTO DE YORKIN,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,44,3,3,0.88
352,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,GUABITO,SAN SAN MEDIO,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,41,1,0,0.976190476
353,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,TERIBE,SAN SAN TIGRA,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,42,0,0,1
354,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,TERIBE,SAN SAN,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,14,0,0,1
355,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,TERIBE,SAN SAN DRURY,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,83,0,0,1
362,BOCAS DEL TORO,BOCAS DEL TORO,ALMIRANTE,VALLE DE RISCÓ,QUEBRADA PLUMA,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,34,3,0,0.918918919
366,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,NANCE DE RISCO,CHANGUINOLA ARRIBA,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,48,6,0,0.888888889
367,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,NANCE DE RISCO,CHARCO LA PAVA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,97,15,1,0.85840708
369,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,NANCE DE RISCO,VALLE EL REY,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,28,2,0,0.933333333
372,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,EL TERIBE,SIEYKING,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,67,0,0,1
374,BOCAS DEL TORO,BOCAS DEL TORO,CHANGUINOLA,COCHIGRÓ,CABLE VÍA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,13,1,0,0.928571429
375,BOCAS DEL TORO,BOCAS DEL TORO,CHIRIQUÍ GRANDE,CHIRIQUÍ GRANDE,BAHÍA LA BALLENA,INDÍGENA,PRIMARIA UNIGRADO,OFICIAL,172,13,0,0.92972973
384,BOCAS DEL TORO,BOCAS DEL TORO,CHIRIQUÍ GRANDE,MIRAMAR,LOS MOLEJONES,INDÍGENA,PRIMARIA MULTIGRADO,OFICIAL,72,8,0,0.9
392,BOCAS DEL TORO,BOCAS DEL TORO,CHIRIQUÍ GRANDE,PUNTA PEÑA,ESC. BILINGÜE CAÑAZAS,INDÍGENA,PRIMARIA UNIGRADO,OFICIAL,263,6,2,0.970479705
393,BOCAS DEL TORO,BOCAS DEL TORO,CHIRIQUÍ GRANDE,RAMBALA,RAMBALA,URBANA,PRIMARIA UNIGRADO,OFICIAL,128,3,0,0.977099237
395,BOCAS DEL TORO,BOCAS DEL TORO,CHIRIQUÍ GRANDE,CHIRIQUÍ GRANDE,QUEBRADA EL BAJO,RURAL,PRIMARIA UNIGRADO,OFICIAL,134,19,0,0.875816993
396,BOCAS DEL TORO,BOCAS DEL TORO,CHIRIQUÍ GRANDE,PUNTA PEÑA,C.E.B.G. PUNTA PEÑA,URBANA,PRIMARIA UNIGRADO,OFICIAL,284,15,0,0.949832776
403,BOCAS DEL TORO,BOCAS DEL TORO,CHIRIQUÍ GRANDE,CHIRIQUÍ GRANDE,ESC. BILINGÜE DIONISIA G. DE AYARZA,RURAL,PRIMARIA UNIGRADO,OFICIAL,404,12,0,0.971153846
