year,CODIGO,NOMBRE,REGION,APROBT,,
2015,6529,C.T.P. ABELARDO BONILLA BALDARES,SAN JOSE NORTE,684,,
2015,4188,C.T.P. SAN PABLO,LOS SANTOS,658,,
2015,6504,C.T.P. SAN PEDRO DE BARVA,HEREDIA,451,,
2015,4192,C.T.P. DE ULLOA,HEREDIA,973,,
2015,4226,C.T.P. PADRE ROBERTO EVANS,LIMON,1154,,
2015,4171,C.T.P. JESUS OCAÑA ROJAS,ALAJUELA,943,,
2015,4215,C.T.P. UMBERTO MELLONI CAMPANINI,COTO,713,,
2015,4158,C.T.P. DOS CERCAS,DESAMPARADOS,769,,
2015,6507,C.T.P. SABANILLA,ALAJUELA,307,,
2015,4156,C.T.P. EDUCACIÓN COMERCIAL Y DE SERVICIOS,SAN JOSE OESTE,493,,
2015,4183,C.T.P. SAN CARLOS,SAN CARLOS,618,,
2015,4175,C.T.P. FRANCISCO JOSE ORLICH BOLMARCICH,OCCIDENTE,672,,
2015,4170,C.T.P. DE BUENOS AIRES,GRANDE DE TERRABA,583,,
2015,4163,C.T.P. DE PURISCAL,PURISCAL,1097,,
2015,6105,C.T.P. CARRIZAL,ALAJUELA,587,,
2015,4157,C.T.P. SAN SEBASTIAN,SAN JOSE CENTRAL,608,,
2015,4174,C.T.P. PIEDADES SUR,OCCIDENTE,501,,
2015,4162,C.T.P. DE ACOSTA,DESAMPARADOS,897,,
2015,6578,C.T.P. BARRIO IRVIN,LIBERIA,337,,
2015,6533,C.T.P. OREAMUNO,CARTAGO,314,,
2015,6525,C.T.P. SANTO DOMINGO,HEREDIA,208,,
2015,4181,C.T.P. DE GUATUSO,ZONA NORTE-NORTE,288,,
2015,4197,C.T.P. HOJANCHA,NICOYA,309,,
2015,4216,C.T.P. DE SABALITO,COTO,748,,
2015,6524,C.T.P. SAN ISIDRO DE HEREDIA,HEREDIA,315,,
2015,6502,C.T.P. SANTO CRISTO DE ESQUIPULAS,OCCIDENTE,225,,
2015,4195,C.T.P. FORTUNA DE BAGACES,LIBERIA,347,,
2015,6130,C.T.P. GRANADILLA,SAN JOSE CENTRAL,1124,,
2015,4210,C.T.P. DE PAQUERA,PENINSULAR,316,,
2015,6577,C.T.P. DE PLATANAR,SAN CARLOS,295,,
2015,4200,C.T.P. DE CORRALILLO,NICOYA,234,,
2015,6527,C.T.P. MAXIMO QUESADA,DESAMPARADOS,489,,
2015,4178,C.T.P. DE VENECIA,SAN CARLOS,737,,
2015,6582,C.T.P. ROBERTO GAMBOA VALVERDE,DESAMPARADOS,848,,
2015,6549,C.T.P. ZARCERO,OCCIDENTE,266,,
2015,4172,C.T.P. RICARDO CASTRO BEER,ALAJUELA,1232,,
2015,4155,C.T.P. CALLE BLANCOS,SAN JOSE NORTE,636,,
2015,4167,C.T.P. PLATANARES,PEREZ ZELEDON,489,,
2015,4209,C.T.P. DE PUNTARENAS,PUNTARENAS,1049,,
2015,4220,C.T.P. DE PUERTO JIMÉNEZ,COTO,306,,
2015,4211,C.T.P. DE CÓBANO,PENINSULAR,273,,
2015,6503,C.T.P. DE DULCE NOMBRE,CARTAGO,614,,
2015,6531,C.T.P. DE ASERRI,DESAMPARADOS,437,,
2015,4159,C.T.P. MONSEÑOR SANABRIA,DESAMPARADOS,1051,,
2015,6016,C.T.P. ULADISLAO GAMEZ SOLANO,SAN JOSE CENTRAL,319,,
2015,4228,C.T.P. GUÁCIMO,GUAPILES,512,,
2015,4193,C.T.P. PUERTO VIEJO,SARAPIQUI,727,,
2015,4198,C.T.P. DE NICOYA,NICOYA,496,,
2015,6033,C.T.P. INVU LAS CAÑAS,ALAJUELA,714,,
2015,4230,C.T.P. DE PARRITA,AGUIRRE,885,,
2015,5748,C.T.P. DE QUEPOS,AGUIRRE,594,,
2015,4186,C.T.P. JOSE DANIEL FLORES,LOS SANTOS,286,,
2015,6530,C.T.P. PAVAS,SAN JOSE OESTE,159,,
2015,4232,C.T.P. UPALA,ZONA NORTE-NORTE,463,,
2015,4160,C.T.P. JOSE FIGUERES FERRER,DESAMPARADOS,513,,
2015,6504,SECCION NOCTURNA C.T.P. SAN PEDRO DE BARVA,HEREDIA,34,,
2015,5818,SECCIÓN NOCTURNA C.T.P. DE ESCAZÚ,SAN JOSE OESTE,16,,
2015,6577,SECCION NOCTURNA C.T.P. DE PLATANAR,SAN CARLOS,28,,
2015,6584,SECCION NOCTURNA C.T.P. LAS PALMITAS,GUAPILES,37,,
2015,6538,SECCION NOCTURNA C.T.P. DE CAÑAS,CAÑAS,39,,
2015,6525,SECCION NOCTURNA C.T.P. SANTO DOMINGO,HEREDIA,33,,
2015,4204,SECCION NOCTURNA C.T.P. SANTA BARBARA,SANTA CRUZ,55,,
2015,4167,SECCION NOCTURNA C.T.P. PLATANARES,PEREZ ZELEDON,96,,
2015,6549,SECCION NOCTURNA C.T.P. ZARCERO,OCCIDENTE,48,,
2015,4220,SECCIÓN NOCTURNA C.T.P. DE PUERTO JIMÉNEZ,COTO,62,,
2015,4191,SECCION NOCTURNA C.T.P. HEREDIA,HEREDIA,77,,
2015,6547,SECCION NOCTURNA C.T.P. DE ATENAS,ALAJUELA,111,,
2015,4214,SECCIÓN NOCTURNA C.T.P. CARLOS MANUEL VICENTE,COTO,45,,
2015,4160,SECCION NOCTURNA C.T.P. JOSE FIGUERES FERRER,DESAMPARADOS,138,,
2015,6034,SECCION NOCTURNA C.T.P. TRONADORA,CAÑAS,65,,
2015,4210,SECCIÓN NOCTURNA C.T.P. DE PAQUERA,PENINSULAR,46,,
2015,6130,SECCION NOCTURNA C.T.P. DE GRANADILLA,SAN JOSE CENTRAL,36,,
2015,4218,SECCIÓN NOCTURNA C.T.P. DE CORREDORES,COTO,75,,
2015,4181,SECCION NOCTURNA C.T.P. DE GUATUSO,ZONA NORTE-NORTE,52,,
2015,4188,SECCION NOCTURNA C.T.P. SAN PABLO,LOS SANTOS,41,,
2015,4185,SECCION NOCTURNA C.T.P. DE PACAYAS,CARTAGO,61,,
2015,4155,SECCION NOCTURNA C.T.P. CALLE BLANCOS,SAN JOSE NORTE,91,,
2015,4227,SECCION NOCTURNA C.T.P. DE POCOCI,GUAPILES,107,,
2015,4206,SECCION NOCTURNA C.T.P. SARDINAL,SANTA CRUZ,134,,
2015,4217,SECCIÓN NOCTURNA C.T.P. GUAYCARÁ,COTO,106,,
2015,4182,SECCION NOCTURNA C.T.P. SANTA ROSA,SAN CARLOS,86,,
2015,4177,SECCION NOCTURNA C.T.P. LOS CHILES,SAN CARLOS,54,,
2015,4194,SECCION NOCTURNA C.T.P. LIBERIA,LIBERIA,127,,
2015,4208,SECCIÓN NOCTURNA C.T.P. DE JICARAL,PENINSULAR,76,,
2015,4207,SECCION NOCTURNA C.T.P. DE ABANGARES,CAÑAS,120,,
2015,4203,SECCION NOCTURNA C.T.P. DE SANTA CRUZ,SANTA CRUZ,138,,
2015,4162,SECCION NOCTURNA C.T.P. DE ACOSTA,DESAMPARADOS,94,,
2015,4202,SECCION NOCTURNA C.T.P. 27 DE ABRIL,SANTA CRUZ,72,,
2015,4197,SECCION NOCTURNA C.T.P. HOJANCHA,NICOYA,90,,
2015,6503,SECCION NOCTURNA  C.T.P. DE DULCE NOMBRE,CARTAGO,144,,
2015,4179,SECCION NOCTURNA C.T.P. LA FORTUNA,SAN CARLOS,99,,
2015,4205,SECCION NOCTURNA C.T.P. DE CARTAGENA,SANTA CRUZ,126,,
2015,6536,SECCION NOCTURNA C.T.P. ROSARIO DE NARANJO,OCCIDENTE,142,,
2015,4226,SECCION NOCTURNA C.T.P. PADRE ROBERTO EVANS,LIMON,215,,
2015,6147,SECCION NOCTURNA C.T.P. DE BUENOS AIRES,GRANDE DE TERRABA,266,,
2015,5680,SECCIÓN NOCTURNA C.T.P. SANTA ANA,SAN JOSE OESTE,44,,
2015,6502,SECCION NOCTURNA C.T.P. SANTO CRISTO DE ESQUI,OCCIDENTE,133,,
2015,6535,SECCION NOCTURNA C.T.P. CALLE ZAMORA,OCCIDENTE,105,,
2015,6033,SECCION NOCTURNA C.T.P. INVU LAS CAÑAS,ALAJUELA,104,,
2015,4213,SECCION NOCTURNA C.T.P. OSA,GRANDE DE TERRABA,179,,
2015,6358,SECCION NOCTURNA C.T.P. VASQUEZ DE CORONADO,SAN JOSE NORTE,141,,
2015,4183,SECCION NOCTURNA C.T.P. SAN CARLOS,SAN CARLOS,113,,
2015,4222,SECCION NOCTURNA C.T.P. DE BATAAN,LIMON,141,,
2015,6016,SECCION NOCTURNA C.T.P. ULADISLAO GAMEZ SOLAN,SAN JOSE CENTRAL,65,,
2015,4196,SECCION NOCTURNA C.T.P. NANDAYURE,NICOYA,91,,
2015,4189,SECCION NOCTURNA C.T.P. LA SUIZA,TURRIALBA,53,,
2015,4230,SECCION NOCTURNA C.T.P. DE PARRITA,AGUIRRE,139,,
2015,5966,SECCION NOCTURNA C.T.P. MARIO QUIROS SASSO,CARTAGO,204,,
2015,6583,SECCION NOCTURNA C.T.P. BRAULIO ODIO HERRERA,DESAMPARADOS,20,,
2015,6531,SECCION NOCTURNA C.T.P. DE ASERRI,DESAMPARADOS,128,,
2015,4857,C.T.P. COVAO NOCTURNO,CARTAGO,588,,
2015,4158,SECCION NOCTURNA C.T.P. DOS CERCAS,DESAMPARADOS,44,,
2015,4166,SECCION NOCTURNA C.T.P. SAN ISIDRO,PEREZ ZELEDON,86,,
2015,4232,SECCION NOCTURNA C.T.P. UPALA,ZONA NORTE-NORTE,99,,
2015,4176,SECCION NOCTURNA C.T.P. NATANIEL ARIAS MURILL,SAN CARLOS,72,,
2015,4211,SECCION NOCTURNA C.T.P. DE CÓBANO,PENINSULAR,18,,
2015,4161,SECCION NOCTURNA C.T.P. SAN JUAN SUR,DESAMPARADOS,64,,
2015,6534,SECCION NOCTURNA C.T.P. SANTA LUCIA,CARTAGO,193,,
2015,6579,SECCION NOCTURNA C.T.P. DE LIVERPOOL,LIMON,37,,
2015,6530,SECCIÓN NOCTURNA C.T.P. DE PAVAS,SAN JOSE OESTE,43,,
2015,5748,SECCION NOCTURNA C.T.P. DE QUEPOS,AGUIRRE,80,,
2015,4229,SECCION NOCTURNA C.T.P. DE JACO,AGUIRRE,98,,
2015,6528,SECCION NOCTURNA C.T.P. PURRAL,SAN JOSE NORTE,97,,
2015,4215,SECCIÓN NOCTURNA C.T.P. UMBERTO MELLONI C.,COTO,45,,
2015,4163,SECCION NOCTURNA C.T.P. DE PURISCAL,PURISCAL,97,,
2015,4201,SECCION NOCTURNA C.T.P. CARRILLO,SANTA CRUZ,107,,
2015,6529,SECCION NOCTURNA C.T.P. ABELARDO BONILLA B.,SAN JOSE NORTE,103,,
2015,4157,SECCION NOCTURNA C.T.P. DE SAN SEBASTIAN,SAN JOSE CENTRAL,162,,
2015,5827,SECCION NOCTURNA C.T.P. MONSEÑOR SANABRIA,DESAMPARADOS,180,,
2015,4168,SECCION NOCTURNA C.T.P. PEJIBAYE,PEREZ ZELEDON,47,,
2015,4173,SECCION NOCTURNA C.T.P. SAN MATEO,ALAJUELA,130,,
2015,6104,SECCION NOCTURNA C.T.P. JOSE ALBERTAZZI,DESAMPARADOS,79,,
2015,4200,SECCION NOCTURNA C.T.P. DE CORRALILLO,NICOYA,57,,
2015,4180,SECCION NOCTURNA C.T.P. DE PITAL,SAN CARLOS,95,,
2015,4198,SECCION NOCTURNA C.T.P. DE NICOYA,NICOYA,261,,
2015,4193,SECCION NOCTURNA C.T.P. PUERTO VIEJO,SARAPIQUI,113,,
2015,4186,SECCION NOCTURNA C.T.P. JOSE DANIEL FLORES,LOS SANTOS,88,,
2015,6021,SECCION NOCTURNA C.T.P. PUNTARENAS,PUNTARENAS,193,,
2015,4844,C.T.P. NOCTURNO CARLOS FALLAS SIBAJA,ALAJUELA,920,,
2015,6148,SECCION NOCTURNA C.T.P. DE LIMON,LIMON,125,,
2015,4083,CONSERVATORIO CASTELLA,HEREDIA,310,,
2016,3957,UNIDAD PEDAGOGICA COLEGIO REPUBLICA DE MEXICO,SAN JOSE CENTRAL,462,,
2016,3963,UNIDAD PEDAGÓGICA JOSÉ FIDEL TRISTÁN,SAN JOSE OESTE,401,,
2016,3941,LICEO DE SAN JOSÉ,SAN JOSE OESTE,493,,
2016,,CATÓLICA ACTIVA,SAN JOSE OESTE,219,,
2016,3942,LICEO DEL SUR,SAN JOSE CENTRAL,247,,
2016,4154,C.T.P. DON BOSCO,SAN JOSE CENTRAL,"1,190",,
2016,,SAGRADO CORAZON,SAN JOSE CENTRAL,258,,
2016,,SEMINARIO,SAN JOSE CENTRAL,276,,
2016,3938,COLEGIO SUPERIOR DE SEÑORITAS,SAN JOSE CENTRAL,740,,
2016,3940,LICEO DE COSTA RICA,SAN JOSE CENTRAL,911,,
2016,,SALESIANO DON BOSCO,SAN JOSE CENTRAL,271,,
2016,3970,COLEGIO EL ROSARIO,SAN JOSE CENTRAL,370,,
2016,3947,LICEO RODRIGO FACIO BRENES,SAN JOSE CENTRAL,626,,
2016,3950,LICEO DR. JOSE MARIA CASTRO MADRIZ,SAN JOSE CENTRAL,693,,
2016,3964,LICEO JULIO FONSECA GUTIÉRREZ,SAN JOSE OESTE,367,,
2016,,DR. JAIM WEIZMAN,SAN JOSE OESTE,111,,
2016,,LA SALLE,SAN JOSE OESTE,471,,
2016,,LOS ÁNGELES,SAN JOSE OESTE,374,,
2016,,YORKIN,SAN JOSE CENTRAL,85,,
2016,4156,C.T.P. EDUCACIÓN COMERCIAL Y DE SERVICIOS,SAN JOSE OESTE,506,,
2016,3943,LICEO LUIS DOBLES SEGREDA,SAN JOSE OESTE,"1,087",,
2016,,BRITÁNICO DE COSTA RICA,SAN JOSE OESTE,340,,
2016,,HUMBOLDT,SAN JOSE OESTE,359,,
2016,3968,LICEO PAVAS,SAN JOSE OESTE,576,,
2016,,ADVENTISTA DE COSTA RICA,SAN JOSE CENTRAL,430,,
2016,3956,LICEO EDGAR CERVANTES VILLALTA,SAN JOSE CENTRAL,"1,113",,
2016,3948,LICEO ROBERTO BRENES MESEN,SAN JOSE CENTRAL,482,,
2016,4157,C.T.P. SAN SEBASTIAN,SAN JOSE CENTRAL,574,,
2016,3986,LICEO RICARDO FERNANDEZ GUARDIA,SAN JOSE CENTRAL,466,,
2016,,NUESTRA SEÑORA DEL PILAR,SAN JOSE OESTE,349,,
2016,3952,LICEO DE ESCAZÚ,SAN JOSE OESTE,991,,
2016,5072,COLEGIO DE GRAVILIAS,DESAMPARADOS,234,,
2016,3983,LICEO DE CALLE FALLAS,DESAMPARADOS,817,,
2016,3984,COLEGIO NUESTRA SEÑORA,DESAMPARADOS,527,,
2016,3982,LICEO MONSEÑOR RUBEN ODIO HERRERA,DESAMPARADOS,"1,319",,
2016,4159,C.T.P. MONSEÑOR SANABRIA,DESAMPARADOS,942,,
2016,3985,LICEO SAN MIGUEL,DESAMPARADOS,751,,
2016,3988,LICEO SAN ANTONIO,DESAMPARADOS,837,,
2016,4160,C.T.P. JOSE FIGUERES FERRER,DESAMPARADOS,783,,
2016,3997,LICEO DE PURISCAL,PURISCAL,"1,082",,
2016,4163,C.T.P. DE PURISCAL,PURISCAL,"1,116",,
2016,4165,C.T.P. LA GLORIA,PURISCAL,155,,
2016,4057,LICEO DE TARRAZU,LOS SANTOS,737,,
2016,3989,LICEO DE ASERRI,DESAMPARADOS,663,,
2016,3991,LICEO SAN GABRIEL DE ASERRI,DESAMPARADOS,559,,
2016,3996,LICEO DIURNO CIUDAD COLON,PURISCAL,596,,
2016,3966,COLEGIO MADRE DEL DIVINO PASTOR,SAN JOSE NORTE,732,,
2016,3945,LICEO NAPOLEON QUESADA SALAZAR,SAN JOSE NORTE,633,,
2016,4155,C.T.P. CALLE BLANCOS,SAN JOSE NORTE,637,,
2016,,IRIBO,SAN JOSE CENTRAL,90,,
2016,3955,LICEO SALVADOR UMAÑA CASTRO,SAN JOSE NORTE,459,,
2016,3959,LICEO SANTA ANA,SAN JOSE OESTE,"1,262",,
2016,3961,LICEO ALAJUELITA,SAN JOSE CENTRAL,"1,041",,
2016,3953,LICEO DE CORONADO,SAN JOSE NORTE,689,,
2016,3954,INSTITUTO DE EDUCACION INTEGRAL,SAN JOSE NORTE,108,,
2016,4162,C.T.P. DE ACOSTA,DESAMPARADOS,884,,
2016,3946,LICEO MAURO FERNANDEZ ACUÑA,SAN JOSE NORTE,684,,
2016,,COLEGIO LINCOLN SCHOOL,SAN JOSE NORTE,549,,
2016,,COLEGIO NUESTRA SEÑORA DE SION,SAN JOSE NORTE,275,,
2016,,SAINT CLARE,SAN JOSE NORTE,472,,
2016,,COLEGIO SAINT FRANCIS,SAN JOSE NORTE,312,,
2016,3958,LICEO LABORATORIO EMMA GAMBOA UCR,SAN JOSE NORTE,434,,
2016,3965,COLEGIO MARIA INMACULADA,SAN JOSE NORTE,371,,
2016,3949,LICEO DE MORAVIA,SAN JOSE NORTE,988,,
2016,,COLEGIO CALASANZ,SAN JOSE NORTE,441,,
2016,,COLEGIO METODISTA,SAN JOSE NORTE,400,,
2016,,COLEGIO MONTERREY,SAN JOSE NORTE,303,,
2016,3944,LICEO JOSE JOAQUIN VARGAS CALVO,SAN JOSE NORTE,876,,
2016,3962,COLEGIO CEDROS,SAN JOSE NORTE,503,,
2016,3939,LICEO ANASTASIO ALFARO,SAN JOSE NORTE,450,,
2016,4164,C.T.P. DE TURRUBARES,PURISCAL,197,,
2016,4186,C.T.P. JOSE DANIEL FLORES,LOS SANTOS,298,,
2016,3960,LICEO DE CURRIDABAT,SAN JOSE CENTRAL,448,,
2016,3951,LICEO FRANCO COSTARRICENSE,SAN JOSE CENTRAL,273,,
2016,4009,LICEO UNESCO,PEREZ ZELEDON,"1,089",,
2016,4169,C.T.P. GENERAL VIEJO,PEREZ ZELEDON,651,,
2016,4166,C.T.P. SAN ISIDRO,PEREZ ZELEDON,757,,
2016,4167,C.T.P. PLATANARES,PEREZ ZELEDON,507,,
2016,4168,C.T.P. PEJIBAYE,PEREZ ZELEDON,439,,
2016,4188,C.T.P. SAN PABLO,LOS SANTOS,636,,
2016,4844,C.T.P. NOCTURNO CARLOS FALLAS SIBAJA,ALAJUELA,968,,
2016,,PROYECTO EDUCATIVO SURI,SAN JOSE OESTE,59,,
2016,,COLEGIO MARISTA,ALAJUELA,377,,
2016,4023,COLEGIO EL CARMEN,ALAJUELA,695,,
2016,4028,COLEGIO REDENTORISTA SAN ALFONSO,ALAJUELA,918,,
2016,4171,C.T.P. JESUS OCAÑA ROJAS,ALAJUELA,998,,
2016,4022,COLEGIO GREGORIO JOSE RAMIREZ CASTRO,ALAJUELA,"1,124",,
2016,4018,INSTITUTO DE ALAJUELA,ALAJUELA,873,,
2016,4024,LICEO SAN JOSE,ALAJUELA,565,,
2016,,CENTROAMERICANO ADVENTISTA,ALAJUELA,225,,
2016,4025,LICEO OTILIO ULATE BLANCO,ALAJUELA,637,,
2016,,SAINT PAUL COLLEGE,ALAJUELA,323,,
2016,4027,LICEO SAN RAFAEL,ALAJUELA,895,,
2016,4029,LICEO DE TURRUCARES,ALAJUELA,483,,
2016,4037,LICEO PATRIARCA SAN JOSÉ,OCCIDENTE,446,,
2016,4033,INSTITUTO JULIO ACOSTA GARCÍA,OCCIDENTE,"1,194",,
2016,4174,C.T.P. PIEDADES SUR,OCCIDENTE,440,,
2016,4026,COLEGIO MARIA INMACULADA,ALAJUELA,301,,
2016,4020,LICEO LEON CORTES CASTRO,ALAJUELA,698,,
2016,4173,C.T.P. SAN MATEO,ALAJUELA,313,,
2016,4019,LICEO DE ATENAS MARTHA MIRAMBELL UMAÑA,ALAJUELA,779,,
2016,4035,COLEGIO DE NARANJO,OCCIDENTE,757,,
2016,4034,EXPERIMENTAL BILINGÜE DE PALMARES,OCCIDENTE,"1,473",,
2016,4021,LICEO DE POAS,ALAJUELA,816,,
2016,4172,C.T.P. RICARDO CASTRO BEER,ALAJUELA,"1,072",,
2016,4046,COLEGIO DIOCESANO PADRE ELADIO SANCHO,SAN CARLOS,399,,
2016,4183,C.T.P. SAN CARLOS,SAN CARLOS,598,,
2016,4045,LICEO DE SAN CARLOS,SAN CARLOS,618,,
2016,,COLEGIO AGROPECUARIO DE SAN CARLOS,SAN CARLOS,308,,
2016,4176,C.T.P. NATANIEL ARIAS MURILLO,SAN CARLOS,"1,180",,
2016,4178,C.T.P. DE VENECIA,SAN CARLOS,762,,
2016,4180,C.T.P. DE PITAL,SAN CARLOS,690,,
2016,4179,C.T.P. LA FORTUNA,SAN CARLOS,725,,
2016,4182,C.T.P. SANTA ROSA,SAN CARLOS,698,,
2016,4040,LICEO DE ALFARO RUIZ,OCCIDENTE,408,,
2016,4175,C.T.P. FRANCISCO JOSE ORLICH BOLMARCICH,OCCIDENTE,643,,
2016,4232,C.T.P. UPALA,ZONA NORTE-NORTE,840,,
2016,4177,C.T.P. LOS CHILES,SAN CARLOS,532,,
2016,4181,C.T.P. DE GUATUSO,ZONA NORTE-NORTE,555,,
2016,4055,COLEGIO SAGRADO CORAZON DE JESUS,CARTAGO,741,,
2016,4056,UNIDAD PEDAGOGICA RAFAEL HERNANDEZ MADRIZ,CARTAGO,168,,
2016,4050,LICEO VICENTE LACHNER SANDOVAL,CARTAGO,822,,
2016,4051,COLEGIO SAN LUIS GONZAGA,CARTAGO,"1,759",,
2016,4054,COLEGIO SERAFICO SAN FRANCISCO,CARTAGO,701,,
2016,4184,C.T.P. COVAO DIURNO,CARTAGO,614,,
2016,,PINDECO,GRANDE DE TERRABA,35,,
2016,4161,C.T.P. SAN JUAN SUR,DESAMPARADOS,572,,
2016,4052,LICEO DE PARAISO,CARTAGO,890,,
2016,5082,C.T.P. MARIO QUIROS SASSO,CARTAGO,"1,017",,
2016,4070,LICEO HERNAN VARGAS RAMIREZ,TURRIALBA,409,,
2016,4069,COLEGIO DR. CLODOMIRO PICADO TWIGHT,TURRIALBA,"1,144",,
2016,4189,C.T.P. LA SUIZA,TURRIALBA,701,,
2016,4185,C.T.P. DE PACAYAS,CARTAGO,558,,
2016,4067,LICEO BRAULIO CARRILLO COLINA,CARTAGO,627,,
2016,4053,COLEGIO ELIAS LEIVA QUIROS,CARTAGO,"1,016",,
2016,,COLEGIO MARIA AUXILIADORA,HEREDIA,141,,
2016,4085,LICEO ING. MANUEL BENAVIDES RODRIGUEZ,HEREDIA,694,,
2016,4078,LICEO DE HEREDIA,HEREDIA,864,,
2016,4191,C.T.P. DE HEREDIA,HEREDIA,733,,
2016,4089,COLEGIO CLARETIANO,HEREDIA,937,,
2016,4077,LICEO ING. SAMUEL SAENZ FLORES,HEREDIA,"1,053",,
2016,4192,C.T.P. DE ULLOA,HEREDIA,935,,
2016,4083,CONSERVATORIO CASTELLA,HEREDIA,397,,
2016,5077,COLEGIO RODRIGO HERNANDEZ VARGAS,HEREDIA,810,,
2016,4081,COLEGIO SANTA MARIA DE GUADALUPE,HEREDIA,"1,373",,
2016,4084,LICEO DE SANTA BÁRBARA,HEREDIA,955,,
2016,4088,UNIDAD PEDAGOGICA LICEO EL ROBLE,HEREDIA,299,,
2016,4080,LICEO ING. CARLOS PASCUA ZUÑIGA,HEREDIA,895,,
2016,4086,LICEO DE SAN ISIDRO,HEREDIA,891,,
2016,4087,EXPERIMENTAL BILINGÜE DE BELEN,HEREDIA,945,,
2016,4079,LICEO REGIONAL DE FLORES,HEREDIA,"1,000",,
2016,4082,LICEO MARIO VINDAS SALAZAR,HEREDIA,678,,
2016,4193,C.T.P. PUERTO VIEJO,SARAPIQUI,739,,
2016,,SANTA ANA,LIBERIA,420,,
2016,4194,C.T.P. LIBERIA,LIBERIA,584,,
2016,4102,INSTITUTO DE GUANACASTE,LIBERIA,664,,
2016,4103,LICEO LABORATORIO DE LIBERIA,LIBERIA,494,,
2016,4198,C.T.P. DE NICOYA,NICOYA,591,,
2016,4105,LICEO DE NICOYA,NICOYA,869,,
2016,4199,C.T.P. LA MANSION,NICOYA,491,,
2016,4200,C.T.P. DE CORRALILLO,NICOYA,291,,
2016,4108,"LICEO SANTA CRUZ, CLIMACO A. PEREZ",SANTA CRUZ,"1,236",,
2016,4203,C.T.P. DE SANTA CRUZ,SANTA CRUZ,208,,
2016,4202,C.T.P. 27 DE ABRIL,SANTA CRUZ,423,,
2016,4205,C.T.P. DE CARTAGENA,SANTA CRUZ,329,,
2016,4204,C.T.P. SANTA BARBARA,SANTA CRUZ,227,,
2016,4101,COLEGIO DE BAGACES,LIBERIA,663,,
2016,4195,C.T.P. FORTUNA DE BAGACES,LIBERIA,427,,
2016,4201,C.T.P. CARRILLO,SANTA CRUZ,506,,
2016,4206,C.T.P. SARDINAL,SANTA CRUZ,447,,
2016,4111,LICEO MIGUEL ARAYA VENEGAS,CAÑAS,571,,
2016,4110,LICEO MAURILIO ALVARADO VARGAS,CAÑAS,722,,
2016,4196,C.T.P. NANDAYURE,NICOYA,396,,
2016,4100,EXPERIMENTAL BILINGÜE DE LA CRUZ,LIBERIA,299,,
2016,4197,C.T.P. HOJANCHA,NICOYA,321,,
2016,,COLEGIO MONSERRAT,PUNTARENAS,26,,
2016,4116,LICEO DIURNO JOSE MARTI,PUNTARENAS,586,,
2016,4119,LICEO CHACARITA,PUNTARENAS,629,,
2016,4209,C.T.P. DE PUNTARENAS,PUNTARENAS,802,,
2016,4208,C.T.P. DE JICARAL,PENINSULAR,412,,
2016,4210,C.T.P. DE PAQUERA,PENINSULAR,224,,
2016,4212,C.T.P. DE SANTA ELENA,PUNTARENAS,315,,
2016,4211,C.T.P. DE CÓBANO,PENINSULAR,345,,
2016,4117,LICEO DE ESPARZA,PUNTARENAS,849,,
2016,4170,C.T.P. DE BUENOS AIRES,GRANDE DE TERRABA,533,,
2016,4118,LICEO DE MIRAMAR,PUNTARENAS,571,,
2016,,COMPLEJO SAN BENEDICTO,SAN JOSE CENTRAL,132,,
2016,4213,C.T.P. DE OSA,GRANDE DE TERRABA,325,,
2016,5748,C.T.P. DE QUEPOS,AGUIRRE,644,,
2016,4231,C.T.P. DE MATAPALO,AGUIRRE,396,,
2016,4214,C.T.P. CARLOS MANUEL VICENTE CASTRO,COTO,598,,
2016,4220,C.T.P. DE PUERTO JIMÉNEZ,COTO,346,,
2016,4217,C.T.P. GUAYCARA,COTO,593,,
2016,4215,C.T.P. UMBERTO MELLONI CAMPANINI,COTO,729,,
2016,4216,C.T.P. DE SABALITO,COTO,666,,
2016,4230,C.T.P. DE PARRITA,AGUIRRE,622,,
2016,4125,LICEO CIUDAD NEILY,COTO,775,,
2016,4218,C.T.P. DE CORREDORES,COTO,373,,
2016,,CIENTIFICO DE COSTA RICA DE PEREZ ZELEDON -UN,PEREZ ZELEDON,37,,
2016,4221,C.T.P. DE LIMON,LIMON,"1,149",,
2016,4224,C.T.P. VALLE LA ESTRELLA,LIMON,580,,
2016,4134,LICEO NUEVO DE LIMON,LIMON,729,,
2016,4133,COLEGIO DE LIMON,LIMON,"1,024",,
2016,4227,C.T.P. DE POCOCÍ,GUAPILES,"1,149",,
2016,4226,C.T.P. PADRE ROBERTO EVANS,LIMON,"1,127",,
2016,4223,C.T.P. DE TALAMANCA,SULA,631,,
2016,4222,C.T.P. DE BATAAN,LIMON,"1,099",,
2016,4228,C.T.P. GUÁCIMO,GUAPILES,519,,
2016,,LABORATORIO DEL C.U.P.,PUNTARENAS,97,,
2016,4092,LICEO LOS LAGOS,HEREDIA,416,,
2016,4090,LICEO SANTO DOMINGO,HEREDIA,589,,
2016,,SEK DE COSTA RICA,SAN JOSE CENTRAL,250,,
2016,,WEST COLLEGE,SAN JOSE OESTE,80,,
2016,,ACADEMIA TEOCALI,LIBERIA,88,,
