year,CODIGO,NOMBRE,REGION,enrolled,passed,pass_rate
2020.0,4150.0,LICEO BIJAGUA,ZONA NORTE-NORTE,373,373,1.0
2020.0,0.0,COLEGIO ANGLOAMERICANO,SAN JOSE NORTE,304,304,1.0
2020.0,4007.0,COLEGIO LA ASUNCION,PEREZ ZELEDON,327,327,1.0
2020.0,4894.0,NOCTURNO DE GUÁCIMO,GUAPILES,355,355,1.0
2020.0,4008.0,LICEO FERNANDO VOLIO JIMENEZ,PEREZ ZELEDON,1102,1093,0.9918330308529946
2020.0,4107.0,EXPERIMENTAL BILINGÜE DE SANTA CRUZ,SANTA CRUZ,559,559,1.0
2020.0,0.0,CRISTIANO BILINGÜE LA PALABRA DE VIDA,ALAJUELA,86,86,1.0
2020.0,0.0,VILASECA,HEREDIA,125,125,1.0
2020.0,0.0,EUROPEO,HEREDIA,170,170,1.0
2020.0,0.0,SANTA INES,HEREDIA,193,193,1.0
2020.0,0.0,SAINT GEORGE HIGH SCHOOL,SAN JOSE CENTRAL,153,153,1.0
2020.0,0.0,MIRAVALLE,CARTAGO,300,300,1.0
2020.0,0.0,ADVENTISTA DE LIMON,LIMON,101,101,1.0
2020.0,3993.0,LICEO DE SABANILLAS,DESAMPARADOS,189,188,0.9947089947089947
2020.0,4114.0,EXPERIMENTAL BILINGÜE DE NUEVO ARENAL,CAÑAS,205,205,1.0
2020.0,0.0,JORGE DEBRAVO,TURRIALBA,60,60,1.0
2020.0,4072.0,LICEO SANTA TERESITA,TURRIALBA,343,342,0.9970845481049563
2020.0,0.0,GREEN VALLEY,GUAPILES,93,93,1.0
2020.0,4145.0,LICEO LA RITA,GUAPILES,599,599,1.0
2020.0,4138.0,LICEO DE TICABÁN,GUAPILES,369,366,0.991869918699187
2020.0,4099.0,COLEGIO SANTA CECILIA,LIBERIA,370,369,0.9972972972972973
2020.0,4042.0,LICEO DE FLORENCIA,SAN CARLOS,697,668,0.9583931133428981
2020.0,4041.0,LICEO SUCRE,SAN CARLOS,328,328,1.0
2020.0,0.0,SAN GERARDO,ALAJUELA,238,238,1.0
2020.0,0.0,EAST SIDE HIGH SCHOOL,ALAJUELA,103,103,1.0
2020.0,4012.0,LICEO CARRILLOS DE POAS,ALAJUELA,631,625,0.9904912836767037
2020.0,3998.0,COLEGIO DE TABARCIA,PURISCAL,295,281,0.9525423728813559
2020.0,4104.0,COLEGIO BOCAS DE NOSARA,NICOYA,371,371,1.0
2020.0,0.0,NUESTRA SEÑORA DE LOURDES,HEREDIA,94,94,1.0
2020.0,4148.0,LICEO AGUAS CLARAS,ZONA NORTE-NORTE,180,179,0.9944444444444445
2020.0,4149.0,LICEO KATIRA,ZONA NORTE-NORTE,443,443,1.0
2020.0,4147.0,LICEO BRASILIA,ZONA NORTE-NORTE,123,123,1.0
2020.0,3979.0,LICEO TEODORO PICADO,SAN JOSE CENTRAL,968,902,0.9318181818181818
2020.0,3977.0,LICEO SAN ANTONIO,SAN JOSE NORTE,766,743,0.9699738903394256
2020.0,0.0,BILINGÜE LA SABANA,SAN JOSE OESTE,29,29,1.0
2020.0,0.0,C.E.I. SAN JORGE,SAN JOSE NORTE,54,51,0.9444444444444444
2020.0,0.0,CAMPESTRE,SAN JOSE NORTE,98,96,0.9795918367346939
2020.0,0.0,BILINGÜE JORGE VOLIO JIMENEZ,CARTAGO,287,287,1.0
2020.0,4061.0,LICEO DE CORRALILLO,CARTAGO,246,243,0.9878048780487805
2020.0,4064.0,COLEGIO FRANCISCA CARRASCO JIMENEZ,CARTAGO,708,680,0.96045197740113
2020.0,0.0,FORMATIVO NUEVO MILENIO,ALAJUELA,121,121,1.0
2020.0,4004.0,LICEO BORUCA,GRANDE DE TERRABA,140,140,1.0
2020.0,0.0,SAINT PETERS HIGH SCHOOL,SAN JOSE CENTRAL,99,99,1.0
2020.0,0.0,SANT VALENTINE,SAN JOSE CENTRAL,39,30,0.7692307692307693
2020.0,0.0,CENTRO INTEGRAL DE EDUCACION PRIVADA,HEREDIA,113,113,1.0
2020.0,0.0,COLEGIO VICTORIA SCHOOL,SAN JOSE NORTE,143,143,1.0
2020.0,4144.0,COLEGIO DE JIMÉNEZ,GUAPILES,833,833,1.0
2020.0,4143.0,LICEO DUACARÍ,GUAPILES,292,260,0.8904109589041096
2020.0,0.0,ATLANTIC COLLEGE,LIMON,33,31,0.9393939393939394
2020.0,4059.0,LICEO SAN DIEGO,CARTAGO,729,647,0.887517146776406
2020.0,4047.0,LICEO CHACHAGUA,OCCIDENTE,569,565,0.9929701230228472
2020.0,4043.0,LICEO PAVON,SAN CARLOS,519,478,0.9210019267822736
2020.0,0.0,SANTA SOFÍA COLEGIO BILINGÜE,PUNTARENAS,96,96,1.0
2020.0,4015.0,COLEGIO AMBIENTALISTA EL ROBLE,ALAJUELA,987,828,0.8389057750759878
2020.0,4013.0,COLEGIO TUETAL NORTE,ALAJUELA,496,496,1.0
2020.0,4014.0,LICEO SAN ROQUE,ALAJUELA,663,663,1.0
2020.0,4112.0,COLEGIO SAN RAFAEL,CAÑAS,158,158,1.0
2020.0,6475.0,NOCTURNO DE BAGACES,LIBERIA,395,371,0.9392405063291139
2020.0,5079.0,LICEO VILLARREAL,SANTA CRUZ,759,757,0.997364953886693
2020.0,0.0,MOUNT HOUSE SCHOOL,HEREDIA,40,38,0.95
2020.0,0.0,COLEGIO YURUSTI,HEREDIA,179,177,0.9888268156424581
2020.0,4137.0,LICEO LA ALEGRIA,LIMON,540,540,1.0
2020.0,4032.0,LICEO NUESTRA SEÑORA DE LOS ANGELES,OCCIDENTE,829,820,0.9891435464414958
2020.0,4106.0,LICEO SAN FRANCISCO DE COYOTE,NICOYA,174,174,1.0
2020.0,0.0,CATOLICO SAN AMBROSIO,NICOYA,135,135,1.0
2020.0,3978.0,COLEGIO RINCON GRANDE,SAN JOSE OESTE,1430,1430,1.0
2020.0,0.0,ANGEL HIGH SCHOOL,SAN JOSE CENTRAL,43,43,1.0
2020.0,0.0,ROYAL,SAN JOSE OESTE,30,30,1.0
2020.0,4044.0,LICEO SANTA RITA,SAN CARLOS,540,488,0.9037037037037037
2020.0,4011.0,LICEO DE SANTA GERTRUDIS,ALAJUELA,766,761,0.9934725848563969
2020.0,0.0,COLEGIO BENJAMÍN FRANKLIN,HEREDIA,77,77,1.0
2020.0,0.0,INSTITUTO CIENTIFICO SAN MARCOS,ALAJUELA,37,37,1.0
2020.0,4098.0,COLEGIO CAÑAS DULCES,LIBERIA,275,269,0.9781818181818182
2020.0,0.0,EUPI,NICOYA,45,45,1.0
2020.0,4126.0,COLEGIO REPUBLICA DE ITALIA,COTO,208,208,1.0
2020.0,0.0,BILINGUE INMACULADA DE JACO,AGUIRRE,108,108,1.0
2020.0,4038.0,EXPERIMENTAL BILINGÜE DE NARANJO,OCCIDENTE,556,556,1.0
2020.0,4130.0,LICEO RODRIGO SOLANO QUIROS,LIMON,443,443,1.0
2020.0,0.0,CENTRO EDUCATIVO SAN FRANCISCO,SAN CARLOS,91,91,1.0
2020.0,0.0,SAN ANTONIO DE PADUA,SAN JOSE CENTRAL,68,60,0.8823529411764706
2020.0,0.0,SAN DIEGO,ALAJUELA,110,110,1.0
2020.0,3999.0,LICEO SINAI,PEREZ ZELEDON,713,712,0.9985974754558204
2020.0,0.0,ACADEMIA DE LA TECNOLOGIA MODERNA,ALAJUELA,44,44,1.0
2020.0,4031.0,LICEO DE TAMBOR,ALAJUELA,457,457,1.0
2020.0,0.0,BILINGÜE SANTA JOSEFINA,ALAJUELA,76,76,1.0
2020.0,0.0,COLEGIO SAN RAFAEL-ATENAS,ALAJUELA,39,39,1.0
2020.0,0.0,CATOLICO EULOGIO LOPEZ OBANDO,CAÑAS,104,104,1.0
2020.0,0.0,"NUEVA GENERACION ""EL COPEY""",HEREDIA,197,197,1.0
2020.0,0.0,SAINT VINCENT,HEREDIA,52,52,1.0
2020.0,4075.0,COLEGIO AMBIENTALISTA DE PEJIBAYE,TURRIALBA,326,326,1.0
2020.0,4073.0,EXPERIMENTAL BILINGÜE DE TURRIALBA,TURRIALBA,245,244,0.9959183673469387
2020.0,4074.0,LICEO TRES EQUIS,TURRIALBA,405,400,0.9876543209876543
2020.0,0.0,FATHER´S HOME,SAN JOSE NORTE,60,60,1.0
2020.0,0.0,GRAYMAR SCHOOL,SAN JOSE CENTRAL,248,248,1.0
2020.0,5536.0,COLEGIO BARRA DE COLORADO,GUAPILES,75,72,0.96
2020.0,5176.0,LICEO RURAL BARRA DE TORTUGUERO,GUAPILES,135,132,0.9777777777777777
2020.0,5316.0,LICEO CAPITAN RAMON RIVAS,LIMON,346,333,0.9624277456647399
2020.0,5171.0,LICEO RURAL GAVILÁN,SULA,126,124,0.9841269841269841
2020.0,5142.0,LICEO RURAL SAN JORGE,SAN CARLOS,142,137,0.9647887323943662
2020.0,5144.0,LICEO RURAL PONGOLA,SARAPIQUI,43,43,1.0
2020.0,5146.0,LICEO RURAL EL CONCHO,SAN CARLOS,49,49,1.0
2020.0,5156.0,LICEO RURAL GRANO DE ORO,TURRIALBA,172,169,0.9825581395348837
2020.0,5133.0,LICEO RURAL LOS ANGELES DE PARAMO,PEREZ ZELEDON,79,71,0.8987341772151899
2020.0,0.0,COMPLEMENTARIA CAHUITA,LIMON,18,18,1.0
2020.0,5300.0,LICEO LAS ESPERANZAS,PEREZ ZELEDON,137,137,1.0
2020.0,5073.0,LICEO LA UVITA,PEREZ ZELEDON,313,300,0.9584664536741214
2020.0,5299.0,LICEO CANAAN,PEREZ ZELEDON,166,166,1.0
2020.0,5134.0,COLEGIO SANTA EDUVIGES,GRANDE DE TERRABA,106,106,1.0
2020.0,5136.0,COLEGIO DE UJARRÁS,GRANDE DE TERRABA,124,122,0.9838709677419355
2020.0,5163.0,LICEO RURAL JOSE LUIS JIMENEZ ALCALA,SANTA CRUZ,67,67,1.0
2020.0,5162.0,LICEO RURAL OSTIONAL,SANTA CRUZ,63,63,1.0
2020.0,5145.0,LICEO RURAL SAN JOAQUIN DE CUTRIS,SAN CARLOS,96,96,1.0
2020.0,5167.0,LICEO RURAL BAHIA DRAKE,GRANDE DE TERRABA,107,106,0.9906542056074766
2020.0,5159.0,LICEO SAMARA,NICOYA,181,180,0.994475138121547
2020.0,5152.0,LICEO VERACRUZ,ZONA NORTE-NORTE,143,142,0.993006993006993
2020.0,5303.0,LICEO CAPITAN MANUEL QUIROS,SAN CARLOS,173,170,0.9826589595375722
2020.0,4913.0,LICEO DOS RIOS,ZONA NORTE-NORTE,73,73,1.0
2020.0,5166.0,LICEO FINCA ALAJUELA,GRANDE DE TERRABA,265,264,0.9962264150943396
2020.0,0.0,MADRE DEL DIVINO PASTOR,COTO,115,115,1.0
2020.0,4139.0,LICEO DE POCORA,GUAPILES,568,557,0.9806338028169014
2020.0,4140.0,LICEO AMBIENTALISTA LLANO BONITO,GUAPILES,398,397,0.9974874371859297
2020.0,0.0,SAINT JOHN BAPTIST HIGH SCHOOL,SAN JOSE NORTE,56,56,1.0
2020.0,0.0,COLEGIO SAN ENRIQUE DE OSSO,SAN JOSE NORTE,86,86,1.0
2020.0,5170.0,LICEO RURAL BARRA PARISMINA,LIMON,34,34,1.0
2020.0,5173.0,LICEO RURAL CAHUITA,LIMON,150,135,0.9
2020.0,5683.0,UNIDAD PEDAGOGICA RIO CUBA,LIMON,338,336,0.9940828402366864
2020.0,0.0,GREEN FOREST SCHOOL,SAN CARLOS,50,49,0.98
2020.0,5532.0,LICEO BOCA DE ARENAL,SAN CARLOS,500,483,0.966
2020.0,5151.0,LICEO BUENOS AIRES DE POCOSOL,SAN CARLOS,151,151,1.0
2020.0,5318.0,LICEO CORONEL MANUEL ARGÜELLO,PURISCAL,98,98,1.0
2020.0,4039.0,COLEGIO DR. RICARDO MORENO CAÑAS,OCCIDENTE,530,502,0.9471698113207547
2020.0,0.0,COLEGIO CEBITT INTERNACIONAL,CARTAGO,143,143,1.0
2020.0,4049.0,LICEO MANUEL EMILIO RODRIGUEZ,CARTAGO,526,526,1.0
2020.0,5132.0,COLEGIO MAÍZ DE LOS UVA,GRANDE DE TERRABA,124,124,1.0
2020.0,5531.0,LICEO CONCEPCIÓN,GRANDE DE TERRABA,123,123,1.0
2020.0,5125.0,LICEO RURAL CHÁNGUENA,GRANDE DE TERRABA,131,117,0.8931297709923665
2020.0,5530.0,LICEO SAN FRANCISCO,PEREZ ZELEDON,275,274,0.9963636363636363
2020.0,5301.0,LICEO PLATANILLO DE BARU,PEREZ ZELEDON,217,216,0.9953917050691244
2020.0,5161.0,LICEO RURAL LA ESPERANZA,SANTA CRUZ,54,54,1.0
2020.0,4109.0,LICEO BELEN,SANTA CRUZ,515,515,1.0
2020.0,5155.0,LICEO RURAL PACAYITAS,TURRIALBA,101,101,1.0
2020.0,5165.0,LICEO RURAL ISLA VENADO,PENINSULAR,97,97,1.0
2020.0,4915.0,LICEO RURAL CABECERAS,CAÑAS,86,86,1.0
2020.0,5139.0,LICEO  POASITO,ALAJUELA,274,266,0.9708029197080292
2020.0,5178.0,LICEO LAS DELICIAS,ZONA NORTE-NORTE,322,322,1.0
2020.0,5707.0,COLEGIO ACADEMICO DE COSTA DE PAJAROS,PUNTARENAS,255,250,0.9803921568627451
2020.0,5121.0,LICEO RURAL LAS CEIBAS,DESAMPARADOS,88,87,0.9886363636363636
2020.0,0.0,HUMANISTICO COSTARRICENSE-CAMPUS HEREDIA,HEREDIA,121,121,1.0
2020.0,4190.0,C.T.P. DE FLORES,HEREDIA,436,430,0.9862385321100917
2020.0,0.0,SAINT GABRIEL,SAN JOSE NORTE,130,130,1.0
2020.0,0.0,COLEGIO BILINGÜE NUEVA ESPERANZA,HEREDIA,462,462,1.0
2020.0,0.0,CRISTIANO REFORMADO,SAN JOSE NORTE,91,88,0.967032967032967
2020.0,0.0,SAINT MARY HIGH SCHOOL,SAN JOSE OESTE,124,124,1.0
2020.0,0.0,NUEVO MUNDO,SAN JOSE CENTRAL,47,47,1.0
2020.0,0.0,SANCTI SPIRITUS,PUNTARENAS,180,180,1.0
2020.0,0.0,CAMINANTES,ALAJUELA,32,32,1.0
2020.0,0.0,SISTEMA EDUCATIVO WHITMAN-PINARES-,SAN JOSE CENTRAL,131,131,1.0
2020.0,0.0,THE SUMMIT SCHOOL,SAN JOSE NORTE,23,23,1.0
2020.0,3980.0,LICEO HERNAN ZAMORA ELIZONDO,SAN JOSE NORTE,849,838,0.9870435806831567
2020.0,5197.0,UNIDAD PEDAGÓGICA CASA HOGAR,GUAPILES,146,144,0.9863013698630136
2020.0,5288.0,LICEO RURAL MANZANILLO,PUNTARENAS,98,97,0.9897959183673469
2020.0,4097.0,COLEGIO JOSÉ MARÍA GUTIÉRREZ,LIBERIA,241,241,1.0
2020.0,5154.0,LICEO RURAL SAN JOAQUIN,TURRIALBA,113,113,1.0
2020.0,4115.0,LICEO EMILIANO ODIO MADRIGAL,PUNTARENAS,859,859,1.0
2020.0,5137.0,LICEO LA GUACIMA,ALAJUELA,699,693,0.9914163090128756
2020.0,5080.0,COLEGIO JORGE VOLIO JIMENEZ,COTO,225,224,0.9955555555555555
2020.0,5289.0,LICEO RURAL DE CEDRAL,PUNTARENAS,112,112,1.0
2020.0,5177.0,LICEO RURAL EL PORVENIR,ZONA NORTE-NORTE,71,71,1.0
2020.0,0.0,ECOTURISTICO DEL  PACIFICO,AGUIRRE,83,83,1.0
2020.0,5075.0,LICEO FRANCISCO AMIGUETTE HERRERA,SAN CARLOS,359,354,0.9860724233983287
2020.0,5076.0,LICEO GASTON PERALTA CARRANZA,SAN CARLOS,518,516,0.9961389961389961
2020.0,5150.0,LICEO SAN MARCOS,SAN CARLOS,125,125,1.0
2020.0,5148.0,LICEO RURAL SAN RAFAEL,SAN CARLOS,47,47,1.0
2020.0,5149.0,LICEO RURAL MEDIO QUESO,SAN CARLOS,177,177,1.0
2020.0,4048.0,LICEO ENRIQUE GUIER SAENZ,CARTAGO,533,531,0.9962476547842402
2020.0,3995.0,LICEO JOAQUIN GUTIERREZ MANGEL,DESAMPARADOS,750,746,0.9946666666666667
2020.0,5347.0,LICEO RURAL BUENA VISTA,PEREZ ZELEDON,114,114,1.0
2020.0,5297.0,COLEGIO LA PALMA,COTO,320,318,0.99375
2020.0,5350.0,LICEO SABANILLAS,COTO,279,274,0.982078853046595
2020.0,5317.0,LICEO CANALETE,ZONA NORTE-NORTE,358,356,0.994413407821229
2020.0,4068.0,LICEO LLANO BONITO,LOS SANTOS,126,125,0.9920634920634921
2020.0,0.0,SAN EDUARDO BILINGÜE,CARTAGO,34,34,1.0
2020.0,4006.0,LICEO YOLANDA OREAMUNO UNGER,GRANDE DE TERRABA,176,174,0.9886363636363636
2020.0,5294.0,LICEO RURAL USEKLA,SULA,76,75,0.9868421052631579
2020.0,5129.0,LICEO RURAL EL JARDIN,PEREZ ZELEDON,76,76,1.0
2020.0,5128.0,LICEO RURAL RIO NUEVO,PEREZ ZELEDON,81,81,1.0
2020.0,4916.0,NOCTURNO CARLOS MELENDEZ CHAVERRI,HEREDIA,631,596,0.9445324881141046
2020.0,5168.0,LICEO RURAL BOCA DE SIERPE,GRANDE DE TERRABA,154,154,1.0
2020.0,5131.0,LICEO CONCEPCION DANIEL FLORES,PEREZ ZELEDON,245,245,1.0
2020.0,5302.0,LICEO LOS ANGELES,SAN CARLOS,244,241,0.9877049180327869
2020.0,5293.0,LICEO RURAL BOCA TAPADA,SAN CARLOS,62,62,1.0
2020.0,5304.0,LICEO NICOLAS AGUILAR MURILLO,SAN CARLOS,318,317,0.9968553459119497
2020.0,0.0,SAINT NICHOLAS OF FLÜE SCHOOL,HEREDIA,86,86,1.0
2020.0,0.0,KAMUK SCHOOL,SAN JOSE NORTE,218,218,1.0
2020.0,5290.0,LICEO DE CASCAJAL,SAN JOSE NORTE,448,448,1.0
2020.0,0.0,COLEGIO ECOLOGICO BILINGÜE SAN MARTIN,SAN JOSE OESTE,72,72,1.0
2020.0,0.0,SANTA ANA HIGH SCHOOL,SAN JOSE OESTE,49,49,1.0
2020.0,0.0,UNIVERSITARIO PARA NIÑOS Y ADOLESCENTES,HEREDIA,51,51,1.0
2020.0,0.0,MI PATRIA,SAN JOSE NORTE,11,10,0.9090909090909091
2020.0,4207.0,C.T.P. DE ABANGARES,CAÑAS,721,711,0.986130374479889
2020.0,4854.0,SECCION NOCTURNA ACADEMICA DE PARAISO,CARTAGO,858,834,0.972027972027972
2020.0,4874.0,NOCTURNO MAURILIO ALVARADO VARGAS,CAÑAS,178,163,0.9157303370786517
2020.0,4867.0,NOCTURNO LA CRUZ,LIBERIA,605,511,0.8446280991735537
2020.0,4841.0,NOCTURNO DE BUENOS AIRES,GRANDE DE TERRABA,645,601,0.931782945736434
2020.0,4884.0,NOCTURNO DE OSA,GRANDE DE TERRABA,569,420,0.7381370826010545
2020.0,4896.0,NOCTURNO DE QUEPOS,AGUIRRE,644,424,0.6583850931677019
2020.0,5732.0,NOCTURNO GUAYCARA,COTO,626,559,0.8929712460063898
2020.0,5706.0,NOCTURNO DE SIQUIRRES,LIMON,797,489,0.6135508155583438
2020.0,4890.0,NOCTURNO DE BATAAN,LIMON,649,649,1.0
2020.0,4091.0,LICEO DE RIO FRIO,SARAPIQUI,1143,1139,0.9965004374453194
2020.0,5284.0,NOCTURNO PACIFICO SUR,GRANDE DE TERRABA,235,221,0.9404255319148936
2020.0,5295.0,LICEO LA PERLA,LIMON,249,249,1.0
2020.0,5291.0,LICEO RURAL BIJAGUAL,LOS SANTOS,50,48,0.96
2020.0,5575.0,LICEO RURAL ABROJO MOCTEZUMA,COTO,94,94,1.0
2020.0,5576.0,LICEO RURAL SANTA ROSA,COTO,36,36,1.0
2020.0,5590.0,LICEO JUNTAS DE CAOBA,LIBERIA,123,123,1.0
2020.0,5535.0,LICEO DE GUARDIA,LIBERIA,558,557,0.9982078853046595
2020.0,5583.0,LICEO CUATRO BOCAS,ZONA NORTE-NORTE,115,111,0.9652173913043478
2020.0,5584.0,LICEO RURAL LA CONQUISTA,SARAPIQUI,161,157,0.9751552795031055
2020.0,5568.0,COLEGIO SEPECUE,SULA,92,92,1.0
2020.0,5567.0,LICEO VENECIA,LIMON,712,706,0.9915730337078652
2020.0,5577.0,LICEO EL SAINO,SAN CARLOS,246,246,1.0
2020.0,5533.0,EXPERIMENTAL BILINGÜE DE LOS ÁNGELES,SAN CARLOS,395,395,1.0
2020.0,5582.0,LICEO RURAL MASTATAL,PURISCAL,22,22,1.0
2020.0,0.0,VISTA ATENAS HIGH SCHOOL,ALAJUELA,103,101,0.9805825242718447
2020.0,0.0,SAINT ANTHONY HIGH SCHOOL,SAN JOSE NORTE,245,245,1.0
2020.0,0.0,SAINT JOSSELIN DAY SCHOOL,CARTAGO,105,105,1.0
2020.0,0.0,CIENTIFICO DE COSTA RICA DEL ATLANTICO -UNED-,LIMON,45,45,1.0
2020.0,0.0,MOUNT VIEW SCHOOL,SAN JOSE OESTE,186,185,0.9946236559139785
2020.0,5580.0,LICEO RURAL SANTIAGO,PEREZ ZELEDON,139,132,0.9496402877697842
2020.0,5579.0,LICEO ACADEMICO SAN ANTONIO,PEREZ ZELEDON,242,241,0.9958677685950413
2020.0,5581.0,LICEO RURAL SAN RAFAEL DE CABAGRA,GRANDE DE TERRABA,145,145,1.0
2020.0,5585.0,LICEO RURAL LA ALDEA,SARAPIQUI,77,71,0.922077922077922
2020.0,5356.0,LICEO RURAL LOS ARBOLITOS,SARAPIQUI,26,26,1.0
2020.0,5296.0,LICEO RURAL SALVADOR DURAN OCAMPO,SARAPIQUI,132,126,0.9545454545454546
2020.0,5587.0,LICEO RURAL SAN JULIAN,SARAPIQUI,130,128,0.9846153846153847
2020.0,5588.0,TELESECUNDARIA LAS BRISAS,LIBERIA,34,34,1.0
2020.0,0.0,MONTECARLO,SAN CARLOS,77,77,1.0
2020.0,0.0,AMIGOS DE MONTEVERDE,PUNTARENAS,42,42,1.0
2020.0,5662.0,LICEO RURAL DE PUERTO VIEJO,LIMON,197,197,1.0
2020.0,5598.0,LICEO COQUITAL,SAN CARLOS,208,205,0.9855769230769231
2020.0,5578.0,LICEO RURAL LA GUARIA DE POCOSOL,SAN CARLOS,102,100,0.9803921568627451
2020.0,5729.0,COLEGIO PLAYAS DEL COCO,SANTA CRUZ,316,311,0.9841772151898734
2020.0,5728.0,LICEO SANTA MARTA,GRANDE DE TERRABA,316,316,1.0
2020.0,5658.0,LICEO RURAL YERI,GRANDE DE TERRABA,121,121,1.0
2020.0,5682.0,NOCTURNO LA JULIETA,AGUIRRE,830,830,1.0
2020.0,5657.0,LICEO RURAL SAN RAFAEL,COTO,72,72,1.0
2020.0,5679.0,COLEGIO CANDELARIA,OCCIDENTE,298,298,1.0
2020.0,0.0,COSTA RICA CHRISTIAN SCHOOL,SAN JOSE NORTE,201,201,1.0
2020.0,5656.0,LICEO RURAL SANTA CRUZ,LOS SANTOS,49,46,0.9387755102040817
2020.0,5655.0,LICEO DE SAN ANDRES,LOS SANTOS,93,92,0.989247311827957
2020.0,5661.0,LICEO RURAL LAS MARIAS,SARAPIQUI,97,97,1.0
2020.0,5718.0,EXPERIMENTAL BILINGÜE DE RÍO JIMÉNEZ,GUAPILES,529,528,0.998109640831758
2020.0,5596.0,LICEO RURAL LOS JAZMINES,ZONA NORTE-NORTE,77,77,1.0
2020.0,5670.0,LICEO COLONIA PUNTARENAS,ZONA NORTE-NORTE,344,343,0.997093023255814
2020.0,5671.0,LICEO COLONIA VILLA NUEVA,ZONA NORTE-NORTE,163,162,0.9938650306748467
2020.0,5672.0,LICEO RURAL VALLE VERDE,ZONA NORTE-NORTE,75,75,1.0
2020.0,5669.0,TELESECUNDARIA DE MEXICO,ZONA NORTE-NORTE,60,60,1.0
2020.0,5674.0,LICEO RURAL PIEDRAS AZULES,LIBERIA,75,75,1.0
2020.0,5673.0,LICEO RURAL SAN LUIS,ZONA NORTE-NORTE,94,94,1.0
2020.0,5591.0,LICEO SAN JORGE,ZONA NORTE-NORTE,128,128,1.0
2020.0,5709.0,LICEO RURAL DE TARCOLES,AGUIRRE,118,117,0.9915254237288136
2020.0,5660.0,LICEO RURAL LÍNEA VIEJA,GUAPILES,92,92,1.0
2020.0,5668.0,TELESECUNDARIA LA URRACA,SAN CARLOS,26,26,1.0
2020.0,5667.0,LICEO RURAL JUANILAMA,SAN CARLOS,85,85,1.0
2020.0,5666.0,LICEO RURAL COOPE SAN JUAN,SAN CARLOS,45,45,1.0
2020.0,5677.0,COLEGIO SAN MARTIN,SAN CARLOS,363,361,0.9944903581267218
2020.0,5735.0,UNIDAD PEDAGOGICA LA VALENCIA,DESAMPARADOS,584,575,0.9845890410958904
2020.0,5664.0,LICEO RURAL SAN ANTONIO,PURISCAL,72,72,1.0
2020.0,5663.0,LICEO RURAL LA PALMA,PURISCAL,68,68,1.0
2020.0,0.0,COLEGIO BILINGüE CIUDAD BLANCA,LIBERIA,166,165,0.9939759036144579
2020.0,5645.0,LICEO BEBEDERO,CAÑAS,153,152,0.9934640522875817
2020.0,5680.0,C.T.P. SANTA ANA,SAN JOSE OESTE,317,315,0.9936908517350158
2020.0,0.0,MARIAN BAKER SCHOOL,CARTAGO,36,36,1.0
2020.0,5665.0,LICEO RURAL BOCA RIO SAN CARLOS,SAN CARLOS,58,58,1.0
2020.0,5708.0,LICEO RURAL LA GARITA,LIBERIA,61,59,0.9672131147540983
2020.0,0.0,CAFORE ANTONIO JOSE OBANDO CHAN,PUNTARENAS,62,62,1.0
2020.0,5659.0,LICEO RURAL CARTAGENA,GUAPILES,101,93,0.9207920792079208
2020.0,0.0,CREATIVA,PUNTARENAS,26,26,1.0
2020.0,0.0,CIENTIFICO DE COSTA RICA DE PUNTARENAS -UCR-,PUNTARENAS,50,50,1.0
2020.0,5852.0,LICEO PICAGRES DE MORA,PURISCAL,86,86,1.0
2020.0,5873.0,LICEO DE BARBACOAS,PURISCAL,296,296,1.0
2020.0,5586.0,LICEO EL PARAISO,SARAPIQUI,199,198,0.9949748743718593
2020.0,0.0,BILINGÜE BOCA DEL MONTE,SAN JOSE CENTRAL,72,72,1.0
2020.0,0.0,SANTA RITA,SAN JOSE CENTRAL,71,71,1.0
2020.0,6156.0,LICEO BILINGÜE ITALO COSTARRICENSE,COTO,255,254,0.996078431372549
2020.0,5870.0,UNIDAD PEDAGOGICA SOTERO GONZALEZ BARQUERO,DESAMPARADOS,472,468,0.9915254237288136
2020.0,5814.0,LICEO VUELTA DE JORCO,DESAMPARADOS,248,247,0.9959677419354839
2020.0,5834.0,UNIDAD PEDAGOGICA SAN DIEGO,CARTAGO,486,400,0.823045267489712
2020.0,5840.0,LICEO RURAL LA LUCHITA,CARTAGO,63,63,1.0
2020.0,5841.0,LICEO SAN CARLOS,LOS SANTOS,187,182,0.9732620320855615
2020.0,5845.0,LICEO EL CONSUELO,LIBERIA,71,71,1.0
2020.0,5844.0,LICEO CUAJINIQUIL,LIBERIA,170,170,1.0
2020.0,5838.0,LICEO RURAL COOPESILENCIO,AGUIRRE,48,48,1.0
2020.0,5836.0,LICEO RURAL SANTO DOMINGO,AGUIRRE,25,25,1.0
2020.0,5837.0,LICEO RURAL CERRITOS,AGUIRRE,41,41,1.0
2020.0,5871.0,LICEO RURAL LONDRES,AGUIRRE,217,210,0.967741935483871
2020.0,5827.0,SECCION NOCTURNA C.T.P. MONSEÑOR SANABRIA,DESAMPARADOS,225,209,0.9288888888888889
2020.0,5806.0,NOCTURNO DE PALMARES,PEREZ ZELEDON,754,623,0.8262599469496021
2020.0,5815.0,NOCTURNO DE SINAI,PEREZ ZELEDON,476,405,0.8508403361344538
2020.0,5807.0,NOCTURNO DE CARIARI,GUAPILES,505,363,0.7188118811881188
