school_id,latitude,longitude
3957.0,9.939842,-84.066554
3963.0,9.938021,-84.094182
3941.0,9.942635,-84.09149
3942.0,9.92408,-84.086795
4154.0,9.925755,-84.079417
3938.0,9.938731,-84.040617
3940.0,9.925486,-84.075675
3970.0,9.943872,-84.124344
3947.0,9.920931,-84.054515
3950.0,9.918862,-84.068703
3964.0,9.955653,-84.100761
4156.0,9.92884,-84.1054
3943.0,9.934229,-84.098675
3968.0,9.948962,-84.138958
3956.0,9.916254,-84.099708
3948.0,9.894183,-84.079492
4157.0,9.925755,-84.079417
3986.0,9.379942,-83.688978
3952.0,9.914531,-84.137971
5072.0,10.365989,-84.471618
3983.0,10.409075,-84.602183
3982.0,10.208929,-84.406665
3985.0,10.409075,-84.602183
3988.0,10.409075,-84.602183
4160.0,10.011922,-84.201238
3997.0,9.847259,-84.312906
4163.0,9.840998,-84.316639
4165.0,9.654068,-84.444283
4057.0,9.671903,-84.025906
3989.0,10.409075,-84.602183
3991.0,10.409075,-84.602183
3996.0,9.918086,-84.236391
3966.0,10.005505,-84.261624
3945.0,10.208929,-84.406665
4155.0,10.011922,-84.201238
3955.0,10.208929,-84.406665
3959.0,9.379942,-83.688978
3961.0,9.896841,-84.107345
3953.0,10.409075,-84.602183
4162.0,10.018442,-84.365337
3946.0,10.208929,-84.406665
3965.0,10.011069,-84.207626
3949.0,10.409075,-84.602183
3944.0,10.961916,-85.132132
3962.0,10.011069,-84.207626
3939.0,10.208929,-84.406665
4164.0,9.91491,-84.447188
4186.0,9.93333,-84.08333
3960.0,9.908909,-84.032053
3951.0,9.379942,-83.688978
4009.0,9.383295,-83.70384
4169.0,9.3671,-83.66793
4166.0,9.3721,-83.70399
4167.0,9.19951,-83.63797
4168.0,9.168401,-83.571579
4188.0,9.821569,-84.42993
4844.0,10.011922,-84.201238
4023.0,10.011069,-84.207626
4028.0,10.018096,-84.201109
4171.0,10.011922,-84.201238
4022.0,10.007735,-84.225126
4018.0,10.020776,-84.211399
4024.0,10.409075,-84.602183
4025.0,10.076773,-84.194004
4027.0,10.409075,-84.602183
4029.0,9.960117,-84.317144
4037.0,9.379942,-83.688978
4033.0,10.081219,-84.470634
4174.0,10.116,-84.53406
4026.0,10.011069,-84.207626
4020.0,10.208929,-84.406665
4173.0,9.964052,-84.527776
4019.0,9.975439,-84.37689
4035.0,10.103391,-84.384911
4034.0,10.053684,-84.435316
4021.0,10.080304,-84.246381
4172.0,10.011922,-84.201238
4046.0,10.325895,-84.427585
4183.0,10.551682,-84.406731
4045.0,10.337454,-84.433566
4176.0,10.011922,-84.201238
4178.0,10.011922,-84.201238
4180.0,10.011922,-84.201238
4179.0,10.47089,-84.64535
4182.0,10.011922,-84.201238
4040.0,9.948962,-84.138958
4175.0,9.925755,-84.079417
4232.0,10.89792,-85.01454
4177.0,10.011922,-84.201238
4181.0,10.670071,-84.821434
4055.0,9.857029,-83.93175
4056.0,9.864514,-83.92814
4050.0,9.8617,-83.91428
4051.0,9.854523,-83.916964
4054.0,9.881803,-83.923126
4161.0,10.011922,-84.201238
4052.0,9.780013,-83.841403
5082.0,9.865279,-83.925262
4070.0,9.892542,-83.744682
4069.0,9.854523,-83.916964
4189.0,9.85238,-83.61331
4185.0,9.916158,-83.810951
4067.0,9.870835,-83.895339
4053.0,9.846938,-83.939789
4085.0,9.991801,-84.124337
4078.0,9.987451,-84.115929
4191.0,10.33333,-84.0
4089.0,10.009444,-84.130212
4077.0,9.991801,-84.124337
4192.0,10.33333,-84.0
4083.0,9.96745,-84.13657
5077.0,10.021435,-84.119904
4081.0,10.569239,-84.141582
4084.0,10.042296,-84.159404
4080.0,9.991801,-84.124337
4086.0,10.018333,-84.053188
4087.0,9.976,-84.18601
4079.0,10.003091,-84.154743
4082.0,9.997859,-84.095053
4193.0,10.45616,-84.00782
4194.0,10.63504,-85.43772
4102.0,11.07396,-85.6293
4103.0,10.627784,-85.452149
4198.0,9.99316,-85.51535
4105.0,10.139169,-85.451412
4199.0,10.489881,-84.836376
4200.0,11.066289,-85.624717
4203.0,10.20019,-85.72201
4202.0,10.24785,-85.71424
4205.0,11.066289,-85.624717
4204.0,11.066289,-85.624717
4101.0,10.52969,-85.25123
4195.0,11.066289,-85.624717
4201.0,11.066289,-85.624717
4206.0,10.51674,-85.64748
4111.0,10.304614,-83.624897
4110.0,10.473724,-84.964946
4196.0,10.03333,-85.2
4100.0,11.063829,-85.629818
4197.0,10.0579,-85.41803
4116.0,9.992658,-84.669387
4119.0,8.782613,-83.256989
4209.0,8.828712,-82.968623
4208.0,9.962554,-85.112961
4210.0,9.840998,-84.316639
4212.0,8.828712,-82.968623
4211.0,9.925755,-84.079417
4117.0,9.99234,-84.66953
4170.0,9.263218,-83.284524
4118.0,9.9795,-84.767523
4213.0,8.946473,-83.458128
5748.0,8.828712,-82.968623
4231.0,9.330357,-83.958097
4214.0,8.647933,-83.180626
4220.0,8.66778,-83.469226
4217.0,8.71264,-83.0762
4215.0,8.828712,-82.968623
4216.0,8.828712,-82.968623
4230.0,9.522899,-84.326742
4125.0,8.651571,-82.943928
4218.0,8.649037,-82.94181
4221.0,10.091829,-83.508808
4224.0,9.71506,-83.16516
4133.0,9.553658,-83.013939
4226.0,10.091829,-83.508808
4223.0,9.840998,-84.316639
4222.0,10.091829,-83.508808
4228.0,10.091829,-83.508808
4092.0,9.976145,-84.186262
4090.0,9.990523,-84.089578
4000.0,9.370214,-83.711601
4120.0,9.978846,-84.721623
4229.0,8.828712,-82.968623
4141.0,10.371937,-83.72777
4036.0,9.943872,-84.124344
4010.0,9.379942,-83.688978
4093.0,9.991061,-84.151188
4001.0,9.899031,-84.082525
4003.0,8.782613,-83.256989
4002.0,8.782613,-83.256989
4030.0,10.079018,-84.321077
4132.0,10.304614,-83.624897
4135.0,9.943872,-84.124344
4058.0,9.892023,-83.870776
4151.0,10.409075,-84.602183
3971.0,9.961644,-84.091677
3990.0,10.409075,-84.602183
4113.0,9.948962,-84.138958
4095.0,10.38372,-84.14556
4076.0,10.05504,-84.11462
4123.0,8.782613,-83.256989
4071.0,9.866775,-83.926119
4060.0,9.854523,-83.916964
4121.0,10.11196,-84.89724
4065.0,9.929864,-83.992159
4122.0,10.093526,-85.151001
3973.0,10.053684,-84.435316
4824.0,9.38303,-83.70491
4888.0,8.472075,-82.860425
4822.0,10.092312,-84.474995
4838.0,9.840998,-84.316639
4839.0,9.911711,-84.110169
4840.0,9.38303,-83.70491
4848.0,10.639487,-85.429814
4843.0,10.03543,-84.33577
4849.0,9.872452,-83.920544
4850.0,10.09866,-84.37824
4853.0,9.907102,-83.686582
4855.0,9.89898,-84.00287
4859.0,9.907102,-83.686582
4860.0,10.465898,-84.005636
4862.0,10.465898,-84.005636
4869.0,10.639487,-85.429814
4871.0,10.639487,-85.429814
4872.0,10.266997,-85.582447
4875.0,10.017254,-84.21429
4877.0,8.472075,-82.860425
4878.0,9.99168,-84.66783
4131.0,10.025955,-83.243702
4124.0,8.97739,-83.53201
3972.0,9.379942,-83.688978
4882.0,8.645164,-83.179086
4129.0,10.304614,-83.624897
4881.0,8.631747,-82.937652
4889.0,10.211311,-83.675704
4128.0,9.920119,-83.016911
4225.0,9.988176,-83.066695
4893.0,10.211311,-83.675704
4883.0,8.472075,-82.860425
4127.0,8.74686,-82.94765
4096.0,10.635243,-85.427284
4150.0,10.7283,-85.05586
4007.0,9.363879,-83.71179
4894.0,10.211311,-83.675704
4008.0,9.31395,-83.66671
4107.0,10.252719,-85.589787
3993.0,10.409075,-84.602183
4114.0,10.546402,-84.894251
4072.0,9.866775,-83.926119
4145.0,10.088573,-83.598778
4138.0,10.393085,-83.834318
4099.0,10.274955,-85.59137
4042.0,10.409075,-84.602183
4041.0,10.208929,-84.406665
4012.0,10.024348,-84.282093
3998.0,9.848833,-84.233368
4104.0,9.979991,-85.634241
4148.0,10.208929,-84.406665
4149.0,10.737898,-84.913897
4147.0,10.208929,-84.406665
3979.0,9.918017,-84.118143
3977.0,10.409075,-84.602183
4061.0,9.780013,-83.841403
4064.0,9.859557,-83.94228
4004.0,9.00384,-83.33
4144.0,9.553658,-83.013939
4143.0,10.304614,-83.624897
4059.0,9.866775,-83.926119
4047.0,10.409075,-84.602183
4043.0,10.208929,-84.406665
4015.0,9.992203,-84.246031
4013.0,10.033917,-84.232202
