year,CODIGO,NOMBRE,REGION,enrolled,passed
2015,4128,LICEO RIO BANANO,LIMON,271,186
2015,4054,COLEGIO SERAFICO SAN FRANCISCO,CARTAGO,737,658
2015,4074,LICEO TRES EQUIS,TURRIALBA,346,195
2015,4105,LICEO DE NICOYA,NICOYA,821,667
2015,5590,LICEO JUNTAS DE CAOBA,LIBERIA,120,119
2015,,CAFORE ANTONIO JOSE OBANDO CHAN,PUNTARENAS,103,102
2015,5857,TELESECUNDARIA BAJOS TORO AMARILLO,OCCIDENTE,17,12
2015,5663,LICEO RURAL LA PALMA,PURISCAL,104,97
2015,5295,LICEO LA PERLA,LIMON,180,163
2015,6667,LICEO RURAL PALACIOS,GUAPILES,50,44
2015,,COLEGIO METODISTA,SAN JOSE NORTE,445,435
2015,6000,LICEO CUATRO ESQUINAS,GUAPILES,269,256
2015,5895,LICEO RURAL AGUAS ZARCAS,LIMON,49,45
2015,,JOHN F. KENNEDY HIGH SCHOOL-SAN VITO,COTO,48,42
2015,,BILINGÜE INMACULADA JACO,AGUIRRE,80,73
2015,,"NUEVA GENERACION ""EL COPEY""",HEREDIA,229,221
2015,4066,EXPERIMENTAL BILINGÜE DE CARTAGO,CARTAGO,712,662
2015,,SANTA INÉS,HEREDIA,297,284
2015,,CRISTIANO REFORMADO,SAN JOSE NORTE,94,92
2015,5838,LICEO RURAL COOPESILENCIO,AGUIRRE,40,33
2015,5536,COLEGIO BARRA DE COLORADO,GUAPILES,48,35
2015,,MADRE DEL DIVINO PASTOR,COTO,125,120
2015,,COMPLEJO SAN BENEDICTO,SAN JOSE CENTRAL,132,127
2015,5318,LICEO CORONEL MANUEL ARGÜELLO,PURISCAL,70,64
2015,,COLEGIO MARISTA,ALAJUELA,389,379
2015,5134,COLEGIO SANTA EDUVIGES,GRANDE DE TERRABA,114,86
2015,6409,LICEO RURAL SALITRE,GRANDE DE TERRABA,98,69
2015,,COLEGIO MONTERREY,SAN JOSE NORTE,344,336
2015,5303,LICEO CAPITAN MANUEL QUIROS,SAN CARLOS,142,124
2015,5664,LICEO RURAL SAN ANTONIO,PURISCAL,74,51
2015,5151,LICEO BUENOS AIRES DE POCOSOL,SAN CARLOS,104,77
2015,5848,LICEO INDÍGENA BOCA COHÉN,SULA,94,78
2015,5575,LICEO RURAL ABROJO MOCTEZUMA,COTO,58,44
2015,5674,LICEO RURAL PIEDRAS AZULES,LIBERIA,65,48
2015,4046,COLEGIO DIOCESANO PADRE ELADIO SANCHO,SAN CARLOS,457,444
2015,4100,EXPERIMENTAL BILINGÜE DE LA CRUZ,LIBERIA,321,298
2015,5973,LICEO EL CARMEN,NICOYA,88,54
2015,6385,LICEO SAN ANTONIO,GUAPILES,335,292
2015,,COLEGIO CEBITT INTERNACIONAL,CARTAGO,165,154
2015,5820,LICEO DE TERRABA,GRANDE DE TERRABA,72,41
2015,6571,LICEO RURAL EL PROGRESO,COTO,82,65
2015,5718,EXPERIMENTAL BILINGÜE DE RÍO JIMÉNEZ,GUAPILES,376,324
2015,5579,COLEGIO SAN ANTONIO,PEREZ ZELEDON,232,182
2015,4010,LICEO SAN PEDRO,PEREZ ZELEDON,512,437
2015,4012,LICEO CARRILLOS DE POAS,ALAJUELA,518,287
2015,,SAN MARCOS,ALAJUELA,69,65
2015,5583,LICEO CUATRO BOCAS,ZONA NORTE-NORTE,102,93
2015,,ECOTURISTICO DEL  PACIFICO,AGUIRRE,64,60
2015,,SAN GERARDO,ALAJUELA,249,231
2015,4126,COLEGIO REPÚBLICA DE ITALIA,COTO,237,220
2015,6046,LICEO RURAL LA CASONA,COTO,172,147
2015,,SAINT GEORGE HIGH SCHOOL,SAN JOSE CENTRAL,264,240
2015,5347,LICEO RURAL BUENA VISTA,PEREZ ZELEDON,160,151
2015,4142,EXPERIMENTAL BILINGÜE DE POCOCÍ,GUAPILES,704,677
2015,3971,UNIDAD PEDAGÓGICA CUATRO REINAS,SAN JOSE OESTE,240,170
2015,4145,LICEO LA RITA,GUAPILES,525,497
2015,5655,LICEO DE SAN ANDRES,LOS SANTOS,132,108
2015,,SAINT GREGORY,SAN JOSE NORTE,158,113
2015,4047,LICEO CHACHAGUA,OCCIDENTE,433,375
2015,,COLEGIO SAN CARLOS BORROMEO,SAN CARLOS,69,65
2015,5125,LICEO RURAL CHÁNGUENA,GRANDE DE TERRABA,137,130
2015,5849,LICEO RURAL ROCA QUEMADA,TURRIALBA,92,65
2015,5156,LICEO RURAL GRANO DE ORO,TURRIALBA,124,87
2015,5290,LICEO DE CASCAJAL,SAN JOSE NORTE,235,167
2015,6020,LICEO DEPORTIVO DE GRECIA,ALAJUELA,274,203
2015,3958,LICEO LABORATORIO EMMA GAMBOA UCR,SAN JOSE NORTE,456,429
2015,,ILPPAL,SAN JOSE OESTE,94,73
2015,5073,LICEO LA UVITA,PEREZ ZELEDON,227,183
2015,4031,LICEO DE TAMBOR,ALAJUELA,338,248
2015,4107,EXPERIMENTAL BILINGÜE DE SANTA CRUZ,SANTA CRUZ,386,311
2015,4032,LICEO NUESTRA SEÑORA DE LOS ANGELES,OCCIDENTE,790,645
2015,4131,LICEO DE MATINA,LIMON,357,261
2015,5167,TELESECUNDARIA BAHIA DRAKE,GRANDE DE TERRABA,82,58
2015,4135,COLEGIO SULÁYÖM,SULA,231,199
2015,5814,LICEO VUELTA DE JORCO,DESAMPARADOS,269,214
2015,3940,LICEO DE COSTA RICA,SAN JOSE CENTRAL,778,576
2015,,DEPORTIVO SANTO DOMINGO,HEREDIA,102,101
2015,,COLEGIO HUMANISTA BILINGÜE DEL MONTE,HEREDIA,73,72
2015,,COLEGIO ISAAC MARTIN,SAN JOSE NORTE,195,191
2015,5882,EXPERIMENTAL BILINGÜE DE SIQUIRRES,LIMON,369,364
2015,5661,LICEO RURAL LAS MARIAS,SARAPIQUI,75,65
2015,,SAN EDUARDO BILINGÜE,CARTAGO,63,58
2015,5981,LICEO RURAL PARAÍSO,COTO,33,29
2015,5149,LICEO RURAL MEDIO QUESO,SAN CARLOS,98,75
2015,,SAINT MARY SCHOOL,SAN JOSE OESTE,219,213
2015,5144,LICEO RURAL PONGOLA,SARAPIQUI,48,38
2015,5665,TELESECUNDARIA BOCA RIO SAN CARLOS,SAN CARLOS,36,25
2015,6137,LICEO OCCIDENTAL,CARTAGO,294,243
2015,4112,COLEGIO SAN RAFAEL,CAÑAS,184,169
2015,5972,LICEO RURAL SAN CARLOS PACUARITO,LIMON,69,52
2015,,SAINT CLARE,SAN JOSE NORTE,484,474
2015,5568,COLEGIO SEPECUE,SULA,154,131
2015,,SEMINARIO,SAN JOSE CENTRAL,291,262
2015,,PROYECTO EDUCATIVO SURI,SAN JOSE OESTE,52,50
2015,,NUESTRA SEÑORA DEL PILAR,SAN JOSE OESTE,370,362
2015,4915,LICEO RURAL CABECERAS,CAÑAS,84,80
2015,5992,LICEO LAGUNA,OCCIDENTE,348,332
2015,,SAINT ANTHONY HIGH SCHOOL,SAN JOSE NORTE,260,216
2015,,VALLE DEL SOL,GUAPILES,270,263
2015,5673,LICEO RURAL SAN LUIS,ZONA NORTE-NORTE,87,76
2015,5581,LICEO RURAL SAN RAFAEL DE CABAGRA,GRANDE DE TERRABA,145,105
2015,6156,LICEO BILINGÜE ÍTALO COSTARRICENSE,COTO,209,192
2015,,LA SALLE,SAN JOSE OESTE,478,465
2015,,COLEGIO CALASANZ,SAN JOSE NORTE,467,446
2015,5121,LICEO RURAL LAS CEIBAS,DESAMPARADOS,121,115
2015,5176,LICEO RURAL BARRA DE TORTUGUERO,GUAPILES,127,88
2015,5852,LICEO PICAGRES DE MORA,PURISCAL,89,79
2015,5994,LICEO LA AMISTAD,SAN CARLOS,271,237
2015,4091,LICEO DE RIO FRIO,SARAPIQUI,869,784
2015,4007,COLEGIO LA ASUNCIÓN,PEREZ ZELEDON,457,439
2015,,SAGRADO CORAZON,SAN JOSE CENTRAL,289,253
2015,4150,LICEO BIJAGUA,ZONA NORTE-NORTE,326,250
2015,5297,COLEGIO LA PALMA,COTO,320,235
2015,5869,LICEO AEROPUERTO JERUSALEN,PEREZ ZELEDON,293,229
2015,5850,LICEO BELEN,NICOYA,279,221
2015,4140,LICEO AMBIENTALISTA LLANO BONITO,GUAPILES,360,306
2015,,SARAPIQUI,SARAPIQUI,55,53
2015,,MARIA INMACULADA,LIMON,236,231
2015,6567,LICEO RURAL LA UNION,GUAPILES,75,63
2015,5170,LICEO RURAL BARRA PARISMINA,LIMON,46,37
2015,6498,LICEO RURAL YIMBA CAJC,GRANDE DE TERRABA,87,72
2015,5988,LICEO QUEBRADA GANADO,AGUIRRE,236,203
2015,5659,LICEO RURAL CARTAGENA,GUAPILES,82,70
2015,5728,LICEO SANTA MARTA,GRANDE DE TERRABA,305,256
2015,,COLEGIO NUESTRA SEÑORA DE SION,SAN JOSE NORTE,318,308
2015,,JOHN F. KENNEDY HIGH SCHOOL-CIUDAD NEILY,COTO,67,57
2015,5577,LICEO EL SAINO,SAN CARLOS,173,141
2015,5853,TELESECUNDARIA EL CASTILLO FORTUNA,SAN CARLOS,33,16
2015,4057,LICEO DE TARRAZU,LOS SANTOS,961,916
2015,6146,I.E.G.B. NUESTRA SEÑORA DE SION,PUNTARENAS,243,226
2015,4076,COLEGIO SAN JOSÉ DE LA MONTAÑA,HEREDIA,459,393
2015,4048,LICEO ENRIQUE GUIER SAENZ,CARTAGO,493,378
2015,4075,COLEGIO AMBIENTALISTA DE PEJIBAYE,TURRIALBA,287,250
2015,4039,COLEGIO DR. RICARDO MORENO CAÑAS,OCCIDENTE,499,434
2015,5707,COLEGIO ACADEMICO DE COSTA DE PAJAROS,PUNTARENAS,188,145
2015,4106,LICEO SAN FRANCISCO DE COYOTE,NICOYA,202,107
2015,,COLEGIO SAN RAFAEL-ATENAS,ALAJUELA,123,115
2015,6103,I.E.G.B. PARAISO,LIMON,344,322
2015,,HUMBOLDT,SAN JOSE OESTE,344,334
2015,5161,LICEO RURAL LA ESPERANZA,SANTA CRUZ,53,38
2015,4038,EXPERIMENTAL BILINGÜE DE NARANJO,OCCIDENTE,573,545
2015,5080,COLEGIO JORGE VOLIO JIMÉNEZ,COTO,198,181
2015,5586,LICEO EL PARAISO,SARAPIQUI,115,85
2015,4143,LICEO DUACARÍ,GUAPILES,254,210
2015,4043,LICEO PAVON,SAN CARLOS,460,395
2015,6133,LICEO PUENTE DE PIEDRA,ALAJUELA,447,365
2015,4022,COLEGIO GREGORIO JOSE RAMIREZ CASTRO,ALAJUELA,1242,1067
2015,4055,COLEGIO SAGRADO CORAZON DE JESUS,CARTAGO,836,763
2015,4144,COLEGIO DE JIMÉNEZ,GUAPILES,646,535
2015,4113,LICEO DE COLORADO,CAÑAS,326,281
2015,,COLEGIO BILINGÜE SANTA CECILIA,HEREDIA,211,168
2015,4115,LICEO EMILIANO ODIO MADRIGAL,PUNTARENAS,761,608
2015,3945,LICEO NAPOLEON QUESADA SALAZAR,SAN JOSE NORTE,1002,820
2015,3975,UNIDAD PEDAGOGICA JOSE RAFAEL ARAYA ROJAS,SAN JOSE NORTE,671,544
2015,,WHITMAN,SAN JOSE CENTRAL,192,155
2015,3985,LICEO SAN MIGUEL,DESAMPARADOS,1213,725
2015,4041,LICEO SUCRE,SAN CARLOS,278,205
2015,5584,LICEO RURAL LA CONQUISTA,SARAPIQUI,134,78
2015,6017,LICEO LA LUCHA,GRANDE DE TERRABA,121,109
2015,3962,COLEGIO CEDROS,SAN JOSE NORTE,664,471
2015,4148,LICEO AGUAS CLARAS,ZONA NORTE-NORTE,182,137
2015,5532,LICEO BOCA DE ARENAL,SAN CARLOS,446,372
2015,4119,LICEO CHACARITA,PUNTARENAS,876,537
2015,,COLEGIO ECOLÓGICO BILINGÜE SAN MARTÍN,SAN JOSE OESTE,105,93
2015,6565,LICEO RURAL SAN JOSE,SAN CARLOS,119,110
2015,,BILINGÜE DEL VALLE,SAN JOSE OESTE,47,39
2015,6027,LICEO HIGUITO,DESAMPARADOS,261,174
2015,,SAGRADA REINA DE LOS ANGELES,SAN JOSE CENTRAL,201,185
2015,4070,LICEO HERNAN VARGAS RAMIREZ,TURRIALBA,535,486
2015,5975,LICEO RURAL BANDERAS,SAN CARLOS,62,49
2015,4006,LICEO YOLANDA OREAMUNO UNGER,GRANDE DE TERRABA,221,188
2015,4003,LICEO EL CARMEN,GRANDE DE TERRABA,250,189
2015,3966,COLEGIO MADRE DEL DIVINO PASTOR,SAN JOSE NORTE,763,681
2015,,SAINT JOHN BAPTIST,ALAJUELA,316,307
2015,,SALESIANO DON BOSCO,SAN JOSE CENTRAL,325,263
2015,4124,LICEO PACIFICO SUR,GRANDE DE TERRABA,608,518
2015,3980,LICEO HERNAN ZAMORA ELIZONDO,SAN JOSE NORTE,812,542
2015,5873,LICEO DE BARBACOAS,PURISCAL,340,271
2015,3986,LICEO RICARDO FERNANDEZ GUARDIA,SAN JOSE CENTRAL,714,489
2015,5137,LICEO LA GUACIMA,ALAJUELA,528,289
2015,6244,LICEO SONAFLUCA,SAN CARLOS,228,169
2015,6408,COLEGIO INDÍGENA SHIROLES,SULA,118,27
2015,4149,LICEO KATIRA,ZONA NORTE-NORTE,288,234
2015,4072,LICEO SANTA TERESITA,TURRIALBA,379,282
2015,4040,LICEO DE ALFARO RUIZ,OCCIDENTE,543,493
2015,,C.E.I. SAN JORGE,SAN JOSE NORTE,49,32
2015,3993,LICEO DE SABANILLAS,DESAMPARADOS,214,173
2015,5986,LICEO RURAL KABEBATA,TURRIALBA,85,41
2015,4013,COLEGIO TUETAL NORTE,ALAJUELA,453,339
2015,3996,LICEO DIURNO CIUDAD COLON,PURISCAL,685,617
2015,4093,COLEGIO LA AURORA,HEREDIA,637,417
2015,4101,COLEGIO DE BAGACES,LIBERIA,681,563
2015,5350,LICEO SABANILLAS,COTO,284,255
2015,5871,LICEO RURAL LONDRES,AGUIRRE,107,85
2015,4029,LICEO DE TURRUCARES,ALAJUELA,582,455
2015,4087,EXPERIMENTAL BILINGÜE DE BELÉN,HEREDIA,1079,956
2015,3949,LICEO DE MORAVIA,SAN JOSE NORTE,1102,868
2015,4139,LICEO DE POCORA,GUAPILES,452,323
2015,5995,LICEO DE MAGALLANES,OCCIDENTE,239,204
2015,3944,LICEO JOSE JOAQUIN VARGAS CALVO,SAN JOSE NORTE,1019,737
2015,4050,LICEO VICENTE LACHNER SANDOVAL,CARTAGO,1461,875
2015,4025,LICEO OTILIO ULATE BLANCO,ALAJUELA,761,614
2015,3983,LICEO DE CALLE FALLAS,DESAMPARADOS,1030,834
2015,4042,LICEO DE FLORENCIA,SAN CARLOS,622,522
2015,,SAN DANIEL COMBONI,CAÑAS,88,82
2015,3951,LICEO FRANCO COSTARRICENSE,SAN JOSE CENTRAL,261,256
2015,5075,LICEO FRANCISCO AMIGUETTE HERRERA,SAN CARLOS,312,279
2015,6115,LICEO SAN RAFAEL,GUAPILES,610,583
2015,4044,LICEO SANTA RITA,SAN CARLOS,380,306
2015,4913,LICEO DOS RIOS,ZONA NORTE-NORTE,108,54
2015,5671,LICEO COLONIA VILLA NUEVA,ZONA NORTE-NORTE,150,87
2015,6112,COLEGIO FINCA NARANJO,COTO,530,436
2015,3941,LICEO DE SAN JOSÉ,SAN JOSE OESTE,830,552
2015,,YURUSTI,HEREDIA,171,161
2015,3995,LICEO JOAQUIN GUTIERREZ MANGEL,DESAMPARADOS,764,602
2015,5670,LICEO COLONIA PUNTARENAS,ZONA NORTE-NORTE,266,216
2015,,COLEGIO COOPERATIVO DE EDUCACION INTEG. CORON,SAN JOSE NORTE,245,221
2015,6235,LICEO RURAL NAMALDI,SULA,74,42
2015,5658,LICEO RURAL YERI,GRANDE DE TERRABA,88,50
2015,5301,LICEO PLATANILLO DE BARÚ,PEREZ ZELEDON,219,156
2015,4014,LICEO SAN ROQUE,ALAJUELA,567,475
2015,3998,COLEGIO DE TABARCIA,PURISCAL,352,297
2015,4069,COLEGIO DR. CLODOMIRO PICADO TWIGHT,TURRIALBA,1274,1170
2015,3973,EXPERIMENTAL BILINGÜE LA TRINIDAD,SAN JOSE NORTE,662,530
2015,4079,LICEO REGIONAL DE FLORES,HEREDIA,1340,897
2015,4138,LICEO DE TICABÁN,GUAPILES,436,365
2015,4088,UNIDAD PEDAGOGICA LICEO EL ROBLE,HEREDIA,469,386
2015,5136,COLEGIO DE UJARRÁS,GRANDE DE TERRABA,147,111
2015,3948,LICEO ROBERTO BRENES MESEN,SAN JOSE CENTRAL,864,721
2015,4053,COLEGIO ELIAS LEIVA QUIROS,CARTAGO,1421,1024
2015,4137,LICEO LA ALEGRIA,LIMON,516,473
2015,4095,LICEO LA VIRGEN,SARAPIQUI,491,352
2015,5316,LICEO CAPITÁN RAMON RIVAS,LIMON,339,199
2015,4104,COLEGIO BOCAS DE NOSARA,NICOYA,254,168
2015,5729,COLEGIO PLAYAS DEL COCO,SANTA CRUZ,250,191
2015,3960,LICEO DE CURRIDABAT,SAN JOSE CENTRAL,672,525
2015,5300,LICEO LAS ESPERANZAS,PEREZ ZELEDON,153,131
2015,4067,LICEO BRAULIO CARRILLO COLINA,CARTAGO,776,584
2015,3946,LICEO MAURO FERNANDEZ ACUÑA,SAN JOSE NORTE,998,780
2015,5591,LICEO SAN JORGE,ZONA NORTE-NORTE,94,84
2015,5844,LICEO CUAJINIQUIL,LIBERIA,140,110
2015,4151,LICEO SAN JOSE,ZONA NORTE-NORTE,350,269
2015,4134,LICEO NUEVO DE LIMON,LIMON,1032,643
2015,3938,COLEGIO SUPERIOR DE SEÑORITAS,SAN JOSE CENTRAL,945,763
2015,6273,LICEO RURAL CERROS,AGUIRRE,122,97
2015,4130,LICEO RODRIGO SOLANO QUIROS,LIMON,463,371
2015,6479,COLEGIO DE GUACIMO,GUAPILES,373,295
2015,4008,LICEO FERNANDO VOLIO JIMÉNEZ,PEREZ ZELEDON,906,744
2015,4097,COLEGIO JOSÉ MARÍA GUTIÉRREZ,LIBERIA,280,238
2015,4082,LICEO MARIO VINDAS SALAZAR,HEREDIA,944,685
2015,4080,LICEO ING. CARLOS PASCUA ZUÑIGA,HEREDIA,1206,1029
2015,4052,LICEO DE PARAISO,CARTAGO,1295,1194
2015,6456,COLEGIO OMAR SALAZAR OBANDO,TURRIALBA,704,537
2015,3964,LICEO JULIO FONSECA GUTIÉRREZ,SAN JOSE OESTE,599,398
2015,5077,COLEGIO RODRIGO HERNÁNDEZ VARGAS,HEREDIA,1388,1043
2015,5302,LICEO LOS ANGELES,SAN CARLOS,216,174
2015,4123,LICEO COMTE,COTO,411,350
2015,6384,LICEO DE TOBOSI,CARTAGO,315,221
2015,6376,LICEO SAN JOSE DEL RIO,SARAPIQUI,265,131
2015,3997,LICEO DE PURISCAL,PURISCAL,1073,945
2015,4015,COLEGIO AMBIENTALISTA EL ROBLE,ALAJUELA,933,622
2015,4071,LICEO TUCURRIQUE,TURRIALBA,332,263
2015,4125,LICEO CIUDAD NEILY,COTO,1032,887
2015,5990,LICEO LAS MERCEDES,PEREZ ZELEDON,623,434
2015,3952,LICEO DE ESCAZÚ,SAN JOSE OESTE,1572,1026
2015,4127,EXPERIMENTAL BILINGÜE DE AGUA BUENA,COTO,461,401
2015,4019,LICEO DE ATENAS MARTHA MIRAMBELL UMAÑA,ALAJUELA,1136,934
2015,5296,LICEO RURAL SALVADOR DURAN OCAMPO,SARAPIQUI,105,80
2015,5984,LICEO RURAL LABRADOR,ALAJUELA,172,144
2015,6129,LICEO RURAL KATSI,SULA,81,39
2015,6372,LICEO TIERRA BLANCA,CARTAGO,327,203
2015,5152,LICEO VERACRUZ,ZONA NORTE-NORTE,104,54
2015,5851,LICEO RURAL SANTA TERESA CÓBANO,PENINSULAR,125,72
2015,4018,INSTITUTO DE ALAJUELA,ALAJUELA,1518,1113
2015,4035,COLEGIO DE NARANJO,OCCIDENTE,1114,992
2015,3950,LICEO DR. JOSE MARIA CASTRO MADRIZ,SAN JOSE CENTRAL,1107,666
2015,4060,COLEGIO SAN FRANCISCO,CARTAGO,1046,838
2015,4077,LICEO ING. SAMUEL SÁENZ FLORES,HEREDIA,1465,1127
2015,4028,COLEGIO REDENTORISTA SAN ALFONSO,ALAJUELA,1045,943
2015,4122,LICEO DE CHIRA,PUNTARENAS,167,101
2015,5304,LICEO NICOLAS AGUILAR MURILLO,SAN CARLOS,247,167
2015,3956,LICEO EDGAR CERVANTES VILLALTA,SAN JOSE CENTRAL,1431,1124
2015,3999,LICEO SINAÍ,PEREZ ZELEDON,879,636
2015,4064,COLEGIO FRANCISCA CARRASCO JIMENEZ,CARTAGO,743,519
2015,3977,LICEO SAN ANTONIO,SAN JOSE NORTE,722,547
2015,3963,UNIDAD PEDAGÓGICA JOSÉ FIDEL TRISTÁN,SAN JOSE OESTE,596,441
2015,5079,LICEO VILLARREAL,SANTA CRUZ,612,313
2015,4114,EXPERIMENTAL BILINGÜE DE NUEVO ARENAL,CAÑAS,199,120
2015,4011,LICEO DE SANTA GERTRUDIS,ALAJUELA,789,634
2015,3991,LICEO SAN GABRIEL DE ASERRI,DESAMPARADOS,779,616
2015,5076,LICEO GASTON PERALTA CARRANZA,SAN CARLOS,375,290
2015,4020,LICEO LEON CORTES CASTRO,ALAJUELA,915,688
2015,3990,LICEO DE FRAILES,DESAMPARADOS,292,194
2015,6149,LICEO BUENOS AIRES,GRANDE DE TERRABA,511,394
2015,3957,UNIDAD PEDAGOGICA COLEGIO REPUBLICA DE MEXICO,SAN JOSE CENTRAL,659,447
2015,6030,LICEO VIRGEN MEDALLA MILAGROSA,SAN JOSE NORTE,549,348
2015,4133,COLEGIO DE LIMON,LIMON,1298,983
2015,4132,LICEO MARYLAND,LIMON,358,267
2015,3947,LICEO RODRIGO FACIO BRENES,SAN JOSE CENTRAL,804,501
2015,5535,LICEO DE GUARDIA,LIBERIA,366,311
2015,4033,INSTITUTO JULIO ACOSTA GARCÍA,OCCIDENTE,1410,987
2015,4090,LICEO SANTO DOMINGO,HEREDIA,680,392
2015,4120,LICEO ANTONIO OBANDO CHAN,PUNTARENAS,1250,931
2015,4110,LICEO MAURILIO ALVARADO VARGAS,CAÑAS,872,756
2015,4036,COLEGIO VALLE AZUL,OCCIDENTE,451,353
2015,5979,LICEO SAN NICOLAS DE TOLENTINO,CARTAGO,639,439
2015,3968,LICEO PAVAS,SAN JOSE OESTE,1034,650
2015,3955,LICEO SALVADOR UMAÑA CASTRO,SAN JOSE NORTE,677,481
2015,3961,LICEO ALAJUELITA,SAN JOSE CENTRAL,1427,958
2015,4116,LICEO DIURNO JOSE MARTI,PUNTARENAS,920,847
2015,4141,LICEO DE CARIARI,GUAPILES,1494,1251
2015,5072,COLEGIO DE GRAVILIAS,DESAMPARADOS,574,379
2015,4117,LICEO DE ESPARZA,PUNTARENAS,1014,801
2015,4058,LICEO DE COT,CARTAGO,681,513
2015,5178,LICEO LAS DELICIAS,ZONA NORTE-NORTE,255,160
2015,4092,LICEO LOS LAGOS,HEREDIA,622,402
2015,4099,COLEGIO SANTA CECILIA,LIBERIA,404,260
2015,4084,LICEO DE SANTA BÁRBARA,HEREDIA,1151,691
2015,4056,UNIDAD PEDAGOGICA RAFAEL HERNANDEZ MADRIZ,CARTAGO,317,148
2015,4024,LICEO SAN JOSE,ALAJUELA,858,682
2015,4086,LICEO DE SAN ISIDRO,HEREDIA,964,767
2015,4027,LICEO SAN RAFAEL,ALAJUELA,1258,854
2015,4111,LICEO MIGUEL ARAYA VENEGAS,CAÑAS,800,535
2015,,ANGEL HIGH SCHOOL,SAN JOSE CENTRAL,134,92
2015,4085,LICEO ING. MANUEL BENAVIDES RODRIGUEZ,HEREDIA,1377,749
2015,4102,INSTITUTO DE GUANACASTE,LIBERIA,1156,696
2015,4065,COLEGIO ALEJANDRO QUESADA R.,CARTAGO,743,416
2015,3982,LICEO MONSEÑOR RUBEN ODIO HERRERA,DESAMPARADOS,1692,1231
2015,3939,LICEO ANASTASIO ALFARO,SAN JOSE NORTE,757,437
2015,3959,LICEO SANTA ANA,SAN JOSE OESTE,1677,1195
2015,4023,COLEGIO EL CARMEN,ALAJUELA,866,570
2015,3978,COLEGIO RINCÓN GRANDE,SAN JOSE OESTE,1129,806
2015,3979,LICEO TEODORO PICADO,SAN JOSE CENTRAL,920,439
2015,4049,LICEO MANUEL EMILIO RODRIGUEZ,CARTAGO,513,267
2015,4009,LICEO UNESCO,PEREZ ZELEDON,1329,1036
2015,4118,LICEO DE MIRAMAR,PUNTARENAS,713,527
2015,3942,LICEO DEL SUR,SAN JOSE CENTRAL,644,450
2015,3989,LICEO DE ASERRI,DESAMPARADOS,1612,584
2015,3953,LICEO DE CORONADO,SAN JOSE NORTE,990,681
2015,4108,"LICEO SANTA CRUZ, CLIMACO A. PEREZ",SANTA CRUZ,1384,1208
2015,4078,LICEO DE HEREDIA,HEREDIA,1370,964
2015,3943,LICEO LUIS DOBLES SEGREDA,SAN JOSE OESTE,1652,1029
2015,3984,COLEGIO NUESTRA SEÑORA,DESAMPARADOS,565,349
2015,3988,LICEO SAN ANTONIO,DESAMPARADOS,1275,872
2015,4034,EXPERIMENTAL BILINGÜE DE PALMARES,OCCIDENTE,1582,1290
2015,4051,COLEGIO SAN LUIS GONZAGA,CARTAGO,2310,1683
2015,4021,LICEO DE POAS,ALAJUELA,1184,604
2015,4045,LICEO DE SAN CARLOS,SAN CARLOS,1095,772
2015,5807,NOCTURNO DE CARIARI,GUAPILES,130,130
2015,4883,NOCTURNO DE SAN VITO,COTO,421,421
2015,4889,NOCTURNO DE LIMON,LIMON,830,827
2015,6149,SECCION NOCTURNA LICEO BUENOS AIRES,GRANDE DE TERRABA,158,147
2015,4877,NOCTURNO JOSE MARTI,PUNTARENAS,288,260
2015,4878,NOCTURNO DE ESPARZA,PUNTARENAS,224,193
2015,,NOCTURNO CALASANZ,SAN JOSE NORTE,90,44
2015,4862,NOCTURNO DE RIO FRIO,SARAPIQUI,710,553
2015,4884,NOCTURNO DE OSA,GRANDE DE TERRABA,425,338
2015,4882,NOCTURNO DE GOLFITO,COTO,182,152
2015,6523,NOCTURNO DE JACO,AGUIRRE,210,159
2015,4825,NOCTURNO BRAULIO CARRILLO,SAN JOSE NORTE,207,145
2015,4855,NOCTURNO DE LA UNION,CARTAGO,789,746
2015,5815,NOCTURNO DE SINAÍ,PEREZ ZELEDON,529,347
2015,5682,NOCTURNO LA JULIETA,AGUIRRE,690,620
2015,4849,NOCTURNO JULIÁN VOLIO LLORENTE,OCCIDENTE,887,771
2015,6551,NOCTURNO DE AMUBRI,SULA,168,142
2015,5284,NORTURNO PACIFICO SUR,GRANDE DE TERRABA,250,222
2015,5816,NOCTURNO OROTINA,ALAJUELA,266,157
2015,4841,NOCTURNO DE BUENOS AIRES,GRANDE DE TERRABA,650,623
2015,4859,NOCTURNO PBRO. ENRIQUE MENZEL,TURRIALBA,548,524
2015,4838,NOCTURNO DE PURISCAL,PURISCAL,395,350
2015,4874,NOCTURNO MAURILIO ALVARADO VARGAS,CAÑAS,258,239
2015,4867,NOCTURNO LA CRUZ,LIBERIA,332,306
2015,6101,NOCTURNO DE POCORA,GUAPILES,180,140
2015,5706,NOCTURNO DE SIQUIRRES,LIMON,683,517
2015,4839,NOCTURNO DE CIUDAD COLON,PURISCAL,198,134
2015,6475,NOCTURNO DE BAGACES,LIBERIA,316,239
2015,4823,NOCTURNO LEON XIII,SAN JOSE NORTE,90,47
2015,5806,NOCTURNO DE PALMARES,PEREZ ZELEDON,709,493
2015,4894,NOCTURNO DE GUÁCIMO,GUAPILES,257,201
2015,4843,NOCTURNO DE GRECIA,ALAJUELA,623,400
2015,4861,NOCTURNO HERMÁN LÓPEZ HERNÁNDEZ,HEREDIA,283,133
